Implementation smell,Namespace,Class,File,Method,Description
Complex Method,NServiceBus.Unicast.Transport.ServiceBroker,ServiceBrokerTransport,C:\repos\jdaigle_servicebroker.net\NServiceBus.Unicast.Transport.ServiceBroker\ServiceBrokerTransport.cs,ReceiveFromQueue,Cyclomatic complexity of the method is 9
Long Identifier,NServiceBus.Unicast.Transport.ServiceBroker,ServiceBrokerTransport,C:\repos\jdaigle_servicebroker.net\NServiceBus.Unicast.Transport.ServiceBroker\ServiceBrokerTransport.cs,,The length of the parameter NServiceBusTransportMessageContract is 35.
Long Statement,NServiceBus.Unicast.Transport.ServiceBroker,ServiceBrokerTransport,C:\repos\jdaigle_servicebroker.net\NServiceBus.Unicast.Transport.ServiceBroker\ServiceBrokerTransport.cs,Send,The length of the statement  "                var conversationHandle = ServiceBrokerWrapper.BeginConversation(transaction' ReturnService' destination' NServiceBusTransportMessageContract); " is 142.
Long Statement,NServiceBus.Unicast.Transport.ServiceBroker,ServiceBrokerTransport,C:\repos\jdaigle_servicebroker.net\NServiceBus.Unicast.Transport.ServiceBroker\ServiceBrokerTransport.cs,MoveToErrorService,The length of the statement  "                var conversationHandle = ServiceBrokerWrapper.BeginConversation(transaction' ReturnService' ErrorService' NServiceBusTransportMessageContract); " is 143.
Empty Catch Block,NServiceBus.Unicast.Transport.ServiceBroker,ServiceBrokerTransport,C:\repos\jdaigle_servicebroker.net\NServiceBus.Unicast.Transport.ServiceBroker\ServiceBrokerTransport.cs,Process,The method has an empty catch block.
Magic Number,NServiceBus.Unicast.Transport.ServiceBroker,ServiceBrokerTransport,C:\repos\jdaigle_servicebroker.net\NServiceBus.Unicast.Transport.ServiceBroker\ServiceBrokerTransport.cs,ServiceBrokerTransport,The following statement contains a magic number: MaxRetries = 5;
Magic Number,NServiceBus.Unicast.Transport.ServiceBroker,ServiceBrokerTransport,C:\repos\jdaigle_servicebroker.net\NServiceBus.Unicast.Transport.ServiceBroker\ServiceBrokerTransport.cs,ServiceBrokerTransport,The following statement contains a magic number: SecondsToWaitForMessage = 10;
Magic Number,NServiceBus.Unicast.Transport.ServiceBroker,ServiceBrokerTransport,C:\repos\jdaigle_servicebroker.net\NServiceBus.Unicast.Transport.ServiceBroker\ServiceBrokerTransport.cs,ReceiveFromQueue,The following statement contains a magic number: try              {                  message = ServiceBrokerWrapper.WaitAndReceive(transaction' InputQueue' SecondsToWaitForMessage * 1000);              }              catch (Exception e)              {                  Logger.Error("Error in receiving message from queue."' e);                  throw; // Throw to rollback               }
