Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,NHibernate.ByteCode.LinFu,LazyInitializer,C:\repos\sibartlett_NHibernate.ByteCode\src\NHibernate.ByteCode.LinFu\LazyInitializer.cs,LazyInitializer,The method has 7 parameters.
Long Statement,NHibernate.ByteCode.LinFu,ProxyFactory,C:\repos\sibartlett_NHibernate.ByteCode\src\NHibernate.ByteCode.LinFu\ProxyFactory.cs,GetProxy,The length of the statement  "		var initializer = new LazyInitializer (EntityName' PersistentClass' id' GetIdentifierMethod' SetIdentifierMethod' ComponentIdType' session); " is 140.
Long Statement,NHibernate.ByteCode.LinFu,ProxyFactory,C:\repos\sibartlett_NHibernate.ByteCode\src\NHibernate.ByteCode.LinFu\ProxyFactory.cs,GetProxy,The length of the statement  "		object proxyInstance = IsClassProxy ? factory.CreateProxy (PersistentClass' initializer' Interfaces) : factory.CreateProxy (Interfaces [0]' initializer' Interfaces); " is 165.
