Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Warewolf.UIBindingTests.Core,Utils,D:\research\architectureSmells\repos\Warewolf-ESB_Warewolf-ESB\Dev\Warewolf.UIBindingTests.Core\Utils.cs,SetupResourceDictionary,The length of the statement  "            var themeDictionary = new ResourceDictionary { Source = new Uri("pack://application:'''/Warewolf.Studio.Themes.Luna;component/Theme.xaml"' UriKind.RelativeOrAbsolute) }; " is 169.
Long Statement,Warewolf.UIBindingTests.Core,Utils,D:\research\architectureSmells\repos\Warewolf-ESB_Warewolf-ESB\Dev\Warewolf.UIBindingTests.Core\Utils.cs,SetupResourceDictionary,The length of the statement  "            themeDictionary.Source = new Uri("pack://application:'''/Warewolf.Studio.Themes.Luna;component/Images.xaml"' UriKind.RelativeOrAbsolute); " is 137.
Long Statement,Warewolf.UIBindingTests.Core,Utils,D:\research\architectureSmells\repos\Warewolf-ESB_Warewolf-ESB\Dev\Warewolf.UIBindingTests.Core\Utils.cs,SetupResourceDictionary,The length of the statement  "            themeDictionary.Source = new Uri("pack://application:'''/Warewolf.Studio.Themes.Luna;component/Common/Styles.xaml"' UriKind.RelativeOrAbsolute); " is 144.
Long Statement,Warewolf.UIBindingTests.Core,Utils,D:\research\architectureSmells\repos\Warewolf-ESB_Warewolf-ESB\Dev\Warewolf.UIBindingTests.Core\Utils.cs,SetupResourceDictionary,The length of the statement  "            themeDictionary.Source = new Uri("pack://application:'''/Warewolf Studio;component/Resources/Converters.xaml"' UriKind.RelativeOrAbsolute); " is 139.
Long Statement,Warewolf.UIBindingTests.Core,Utils,D:\research\architectureSmells\repos\Warewolf-ESB_Warewolf-ESB\Dev\Warewolf.UIBindingTests.Core\Utils.cs,SetupResourceDictionaryActivities,The length of the statement  "            var themeDictionary = new ResourceDictionary { Source = new Uri("pack://application:'''/Warewolf.Studio.Themes.Luna;component/Theme.xaml"' UriKind.RelativeOrAbsolute) }; " is 169.
Long Statement,Warewolf.UIBindingTests.Core,Utils,D:\research\architectureSmells\repos\Warewolf-ESB_Warewolf-ESB\Dev\Warewolf.UIBindingTests.Core\Utils.cs,SetupResourceDictionaryActivities,The length of the statement  "            themeDictionary.Source = new Uri("pack://application:'''/Warewolf.Studio.Themes.Luna;component/ActivityStyles/ActivityStyles.xaml"' UriKind.RelativeOrAbsolute); " is 160.
Long Statement,Warewolf.UIBindingTests.Core,Utils,D:\research\architectureSmells\repos\Warewolf-ESB_Warewolf-ESB\Dev\Warewolf.UIBindingTests.Core\Utils.cs,SetupResourceDictionaryActivities,The length of the statement  "            themeDictionary.Source = new Uri("pack://application:'''/Warewolf.Studio.Themes.Luna;component/ActivityStyles/ActivityDesignerStyles.xaml"' UriKind.RelativeOrAbsolute); " is 168.
Long Statement,Warewolf.UIBindingTests.Core,Utils,D:\research\architectureSmells\repos\Warewolf-ESB_Warewolf-ESB\Dev\Warewolf.UIBindingTests.Core\Utils.cs,SetupResourceDictionaryActivities,The length of the statement  "            themeDictionary.Source = new Uri("pack://application:'''/Warewolf.Studio.Themes.Luna;component/ActivityStyles/ActivityResources.xaml"' UriKind.RelativeOrAbsolute); " is 163.
Long Statement,Warewolf.UIBindingTests.Core,Utils,D:\research\architectureSmells\repos\Warewolf-ESB_Warewolf-ESB\Dev\Warewolf.UIBindingTests.Core\Utils.cs,CheckControlEnabled,The length of the statement  "            Assert.AreEqual(isEnabled' controlEnabled' "Control " + controlName + " in view " + viewName + " is not " + enabledString + "."); " is 129.
