Method,LOC,CC,PC
AbstractLegendItemFactory:Create,18,3,2
AbstractLegendItemFactory:CheckType,13,3,1
AbstractLegendItemFactory:CreateLabel,3,1,1
AbstractLegendItemFactory:CreateSymbol,3,1,2
AbstractLegendItemFactory:CheckExclude,3,1,1
AbstractLegendItemFactory:CheckExpanded,3,1,1
DefaultLayerLegendItemFactory:CreateSymbol,9,3,2
DefaultLayerLegendItemFactory:CreateLabel,4,1,1
DefaultLayerCollectionLegendItemFactory:Create,18,3,2
DefaultLayerCollectionLegendItemFactory:CreateLabel,11,2,1
DefaultLayerCollectionLegendItemFactory:CreateSymbol,8,3,2
DefaultLayerGroupLegendItemFactory:Create,25,5,2
LayerGroupLegendItem:LayerGroupLegendItem,15,8,0
DefaultMapLegendItemFactory:Create,10,1,2
DefaultMapLegendItemFactory:CreateLabel,3,1,1
DefaultTextLegendItemFactory:CreateLabel,3,1,1
DefaultImageLegendItemFactory:CreateLabel,3,1,1
DefaultImageLegendItemFactory:CreateSymbol,3,1,2
DefaultSymbolizerLegendItemFactory:IsPointSymbolizer,7,1,1
DefaultSymbolizerLegendItemFactory:IsLineSymbolizer,7,1,1
DefaultSymbolizerLegendItemFactory:IsPolygonSymbolizer,7,1,1
DefaultSymbolizerLegendItemFactory:CreateMap,5,1,2
DefaultSymbolizerLegendItemFactory:CreatePoint,3,1,2
DefaultSymbolizerLegendItemFactory:CreateLine,8,1,2
DefaultSymbolizerLegendItemFactory:CreatePolygon,3,1,2
DefaultSymbolizerLegendItemFactory:Create,34,6,2
DefaultSymbolizerLegendItemFactory:CreateSymbolizerLegendItem,6,1,2
DefaultSymbolizerLegendItemFactory:CreatePuntalSymbol,16,5,2
DefaultSymbolizerLegendItemFactory:CreateLinealSymbol,14,3,2
DefaultSymbolizerLegendItemFactory:CreatePolygonalSymbol,9,3,2
DefaultThemeLegendItemFactory:Create,28,10,2
DefaultThemeLegendItemFactory:CreateTable,5,1,2
DefaultThemeLegendItemFactory:CreateUniqueValuesLegendItems,31,4,2
DefaultThemeLegendItemFactory:CreateGradientThemeLegendItems,22,2,2
DefaultThemeLegendItemFactory:CreateSymbol,12,5,4
DefaultThemeLegendItemFactory:CreateCategoryThemeLegendItem,25,2,2
DefaultVectorLayerLegendItemFactory:Create,23,4,2
DefaultLabelLayerLegendItemFactory:Create,23,4,2
DefaultSymbolizerLayerLegendItemFactory:Create,21,4,2
DefaultSymbolizerLayerLegendItemFactory:GetSymbolizer,13,2,1
DefaultVectorStyleLegendItemFactory:HasPuntalStyle,3,1,1
DefaultVectorStyleLegendItemFactory:HasLinealStyle,8,1,1
DefaultVectorStyleLegendItemFactory:HasPolygonalStyle,8,1,1
DefaultVectorStyleLegendItemFactory:Create,29,8,2
DefaultVectorStyleLegendItemFactory:CreatePuntalStyleLegendItem,5,1,3
DefaultVectorStyleLegendItemFactory:CreateLinealStyleLegendItem,5,1,3
DefaultVectorStyleLegendItemFactory:CreatePolygonalStyleLegendItem,5,1,3
DefaultVectorStyleLegendItemFactory:CreatePointSymbol,17,5,3
DefaultVectorStyleLegendItemFactory:CreateSymbolizerImage,8,2,2
DefaultVectorStyleLegendItemFactory:CreateLineSymbol,21,5,3
DefaultVectorStyleLegendItemFactory:CreatePolygonSymbol,15,4,3
ILegendFactory:Create,1,1,2
ILegendFactory:Register,1,1,1
LegendFactory:LegendFactory,2,1,0
LegendFactory:LegendFactory,14,1,1
LegendFactory:Create,25,4,2
LegendFactory:Register,6,2,1
LegendFactory:Create,18,2,3
LegendFactory:Create,15,1,2
LegendFactory:CreateGenericSymbol,18,5,1
LegendFactory:LookUpFactory,20,7,1
ILegendItemFactory:Create,1,1,2
LegendSettings:LegendSettings,2,1,0
LegendSettings:LegendSettings,8,1,4
ILegend:GetLegendImage,1,1,1
ILegendItem:InternalSize,1,1,2
Legend:Legend,6,1,3
Legend:Regenerate,3,1,0
Legend:InternalSize,3,1,2
Legend:OnRendering,5,1,2
Legend:OnRender,6,1,2
Legend:OnRendered,4,1,2
Legend:GetLegendImage,28,7,1
LegendItem:LegendItem,3,1,0
LegendItem:InternalSize,15,3,2
LegendItem:ComputeMergedSize,5,1,2
LegendItem:ComputeItemSize,14,3,2
LegendItem:Render,29,5,2
Resources:Resources,2,1,0
