Design smell,Namespace,Class,File,Cause
Unutilized Abstraction,NorMan,MainWindow,D:\research\architectureSmells\repos\atheken_NoRM\contrib\NorMan\NorMan\MainWindow.xaml.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unnecessary Abstraction,NorMan.Properties,Settings,D:\research\architectureSmells\repos\atheken_NoRM\contrib\NorMan\NorMan\Properties\Settings.Designer.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: Default' defaultInstance
