Method,LOC,CC,PC
BrTag:BrTag,2,1,0
Cache<TKey;TValue>:Cache,2,1,0
Cache<TKey;TValue>:Cache,2,1,1
Cache<TKey;TValue>:Cache,3,1,2
Cache<TKey;TValue>:Cache,3,1,1
Cache<TKey;TValue>:GetEnumerator,0,1,0
Cache<TKey;TValue>:GetEnumerator,0,1,0
Cache<TKey;TValue>:GetKeys,0,1,0
Cache<TKey;TValue>:Fill,7,2,2
Cache<TKey;TValue>:TryRetrieve,9,2,2
Cache<TKey;TValue>:Each,6,2,1
Cache<TKey;TValue>:Each,6,2,1
Cache<TKey;TValue>:Has,0,1,1
Cache<TKey;TValue>:Exists,5,1,1
Cache<TKey;TValue>:Find,0,1,1
Cache<TKey;TValue>:GetAll,5,1,0
Cache<TKey;TValue>:Remove,6,2,1
Cache<TKey;TValue>:ClearAll,0,1,0
CheckboxTag:CheckboxTag,7,2,1
CssClassNameValidator:IsJsonClassName,4,1,1
CssClassNameValidator:IsValidClassName,4,1,1
CssClassNameValidator:SanitizeClassName,13,3,1
DivTag:DivTag,3,1,1
DivTag:DivTag,2,1,0
DLTag:DLTag,2,1,0
DLTag:DLTag,3,1,1
DLTag:AddDefinition,5,1,2
EnumerableExtensions:Fill,4,2,2
FormTag:FormTag,3,1,1
FormTag:FormTag,3,1,0
FormTag:Method,4,1,1
FormTag:Action,4,1,1
HiddenTag:HiddenTag,3,1,0
HtmlDocument:HtmlDocument,8,1,0
HtmlDocument:WriteToFile,0,1,1
HtmlDocument:OpenInBrowser,5,1,0
HtmlDocument:GetPath,0,1,0
HtmlDocument:WriteToFile,4,1,2
HtmlDocument:EnsureFolderExists,11,3,1
HtmlDocument:OpenFile,3,1,1
HtmlDocument:Add,4,1,1
HtmlDocument:Add,4,1,1
HtmlDocument:Add,0,1,1
HtmlDocument:Push,5,1,1
HtmlDocument:Push,4,1,1
HtmlDocument:PushWithoutAttaching,0,1,1
HtmlDocument:Pop,6,2,0
HtmlDocument:Substitute,0,1,1
HtmlDocument:ToString,4,1,0
HtmlDocument:AddStyle,5,1,1
HtmlDocument:AddJavaScript,0,1,1
HtmlDocument:AddScript,5,1,2
HtmlDocument:ReferenceJavaScriptFile,0,1,1
HtmlDocument:ReferenceScriptFile,0,1,2
HtmlDocument:ReferenceStyle,7,1,1
HtmlDocument:Rewind,0,1,0
HtmlTag:Empty,0,1,0
HtmlTag:Placeholder,0,1,0
HtmlTag:UseMetadataSuffix,3,1,1
HtmlTag:HtmlTag,2,1,0
HtmlTag:HtmlTag,4,1,1
HtmlTag:HtmlTag,3,1,2
HtmlTag:HtmlTag,7,2,2
HtmlTag:After,5,1,1
HtmlTag:After,0,1,0
HtmlTag:AllTags,3,1,0
HtmlTag:TagName,0,1,0
HtmlTag:TagName,5,1,1
HtmlTag:FirstChild,0,1,0
HtmlTag:InsertFirst,4,1,1
HtmlTag:Style,4,1,2
HtmlTag:Style,0,1,1
HtmlTag:HasStyle,0,1,1
HtmlTag:Id,0,1,1
HtmlTag:Id,0,1,0
HtmlTag:Hide,0,1,0
HtmlTag:Add,4,1,1
HtmlTag:Add,5,1,2
HtmlTag:Add,5,1,0
HtmlTag:Append,5,1,1
HtmlTag:Append,4,1,1
HtmlTag:AppendHtml,0,1,1
HtmlTag:Append,4,1,2
HtmlTag:Append,8,1,1
HtmlTag:Append,8,1,1
HtmlTag:Data,9,2,2
HtmlTag:Data,7,2,2
HtmlTag:Data,4,1,1
HtmlTag:MetaData,4,1,2
HtmlTag:MetaData,6,2,2
HtmlTag:MetaData,0,1,1
HtmlTag:Text,4,1,1
HtmlTag:Text,0,1,0
HtmlTag:AppendText,4,1,1
HtmlTag:Modify,4,1,1
