Implementation smell,Namespace,Class,File,Method,Description
Missing Default,MacDialog,ViewController,D:\research\architectureSmells\repos\xamarin_mac-samples\MacDialog\MacDialog\ViewController.cs,PrepareForSegue,The following switch statement is missing a default case: switch (segue.Identifier) {  			case "ModalSegue":  				var dialog = segue.DestinationController as CustomDialogController;  				dialog.DialogTitle = "MacDialog";  				dialog.DialogDescription = "This is a sample dialog.";  				dialog.DialogAccepted += (s' e) => {  					Console.WriteLine ("Dialog accepted");  				};  				dialog.Presentor = this;  				break;  			case "SheetSegue":  				var sheet = segue.DestinationController as SheetViewController;  				sheet.SheetAccepted += (s' e) => {  					Console.WriteLine ("User Name: {0} Password: {1}"' sheet.UserName' sheet.Password);  				};  				sheet.Presentor = this;  				break;  			}
