Implementation smell,Namespace,Class,File,Method,Description
Long Statement,SearchSDK.Tests,ImageSearchTests,D:\research\architectureSmells\repos\Azure_azure-sdk-for-net\sdk\cognitiveservices\Search.BingImageSearch\tests\ImageSearchTests.cs,ImageSearch,The length of the statement  "                IImageSearchClient client = new ImageSearchClient(new ApiKeyServiceClientCredentials(SubscriptionKey)' HttpMockServer.CreateInstance()); " is 136.
Long Statement,SearchSDK.Tests,ImageSearchTests,D:\research\architectureSmells\repos\Azure_azure-sdk-for-net\sdk\cognitiveservices\Search.BingImageSearch\tests\ImageSearchTests.cs,ImageDetail,The length of the statement  "                IImageSearchClient client = new ImageSearchClient(new ApiKeyServiceClientCredentials(SubscriptionKey)' HttpMockServer.CreateInstance()); " is 136.
Long Statement,SearchSDK.Tests,ImageSearchTests,D:\research\architectureSmells\repos\Azure_azure-sdk-for-net\sdk\cognitiveservices\Search.BingImageSearch\tests\ImageSearchTests.cs,ImageTrending,The length of the statement  "                IImageSearchClient client = new ImageSearchClient(new ApiKeyServiceClientCredentials(SubscriptionKey)' HttpMockServer.CreateInstance()); " is 136.
