Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Azure.AI.TextAnalytics.Samples,TextAnalyticsSamples,D:\research\architectureSmells\repos\Azure_azure-sdk-for-net\sdk\cognitiveservices\textanalytics\Azure.AI.TextAnalytics\tests\samples\Sample2_DetectLanguage.cs,DetectLanguageBatchAdvanced,The length of the statement  "            DocumentResultCollection<DetectedLanguage> results = client.DetectLanguages(inputs' new TextAnalyticsRequestOptions(showStatistics: true)); " is 139.
Long Statement,Azure.AI.TextAnalytics.Samples,TextAnalyticsSamples,D:\research\architectureSmells\repos\Azure_azure-sdk-for-net\sdk\cognitiveservices\textanalytics\Azure.AI.TextAnalytics\tests\samples\Sample2_DetectLanguage.cs,RecognizeEntities,The length of the statement  "                Debug.WriteLine($"Text: {entity.Text}' Type: {entity.Type}' SubType: {entity.SubType ?? "N/A"}' Score: {entity.Score}' Offset: {entity.Offset}' Length: {entity.Length}"); " is 170.
Long Statement,Azure.AI.TextAnalytics.Samples,TextAnalyticsSamples,D:\research\architectureSmells\repos\Azure_azure-sdk-for-net\sdk\cognitiveservices\textanalytics\Azure.AI.TextAnalytics\tests\samples\Sample2_DetectLanguage.cs,RecognizeEntitiesBatch,The length of the statement  "                    Debug.WriteLine($"    Text: {entity.Text}' Type: {entity.Type}' SubType: {entity.SubType ?? "N/A"}' Score: {entity.Score:0.00}' Offset: {entity.Offset}' Length: {entity.Length}"); " is 179.
Long Statement,Azure.AI.TextAnalytics.Samples,TextAnalyticsSamples,D:\research\architectureSmells\repos\Azure_azure-sdk-for-net\sdk\cognitiveservices\textanalytics\Azure.AI.TextAnalytics\tests\samples\Sample2_DetectLanguage.cs,RecognizeEntitiesBatchAdvanced,The length of the statement  "            Debug.WriteLine($"Results of Azure Text Analytics \"Named Entity Recognition\" Model' version: \"{resultCollection.ModelVersion}\""); " is 133.
Long Statement,Azure.AI.TextAnalytics.Samples,TextAnalyticsSamples,D:\research\architectureSmells\repos\Azure_azure-sdk-for-net\sdk\cognitiveservices\textanalytics\Azure.AI.TextAnalytics\tests\samples\Sample2_DetectLanguage.cs,RecognizeEntitiesBatchAdvanced,The length of the statement  "                    Debug.WriteLine($"        Text: {entity.Text}' Type: {entity.Type}' SubType: {entity.SubType ?? "N/A"}' Score: {entity.Score:0.00}' Offset: {entity.Offset}' Length: {entity.Length}"); " is 183.
Long Statement,Azure.AI.TextAnalytics.Samples,TextAnalyticsSamples,D:\research\architectureSmells\repos\Azure_azure-sdk-for-net\sdk\cognitiveservices\textanalytics\Azure.AI.TextAnalytics\tests\samples\Sample2_DetectLanguage.cs,AnalyzeSentimentBatchAdvanced,The length of the statement  "            SentimentResultCollection results = client.AnalyzeSentiment(inputs' new TextAnalyticsRequestOptions(showStatistics: true)).Value; " is 129.
Long Statement,Azure.AI.TextAnalytics.Samples,TextAnalyticsSamples,D:\research\architectureSmells\repos\Azure_azure-sdk-for-net\sdk\cognitiveservices\textanalytics\Azure.AI.TextAnalytics\tests\samples\Sample2_DetectLanguage.cs,ExtractKeyPhrasesBatchAdvanced,The length of the statement  "            Debug.WriteLine($"Results of Azure Text Analytics \"Extract Key Phrases\" Model' version: \"{resultCollection.ModelVersion}\""); " is 128.
Long Statement,Azure.AI.TextAnalytics.Samples,TextAnalyticsSamples,D:\research\architectureSmells\repos\Azure_azure-sdk-for-net\sdk\cognitiveservices\textanalytics\Azure.AI.TextAnalytics\tests\samples\Sample2_DetectLanguage.cs,RecognizePiiEntities,The length of the statement  "                Debug.WriteLine($"Text: {entity.Text}' Type: {entity.Type}' SubType: {entity.SubType ?? "N/A"}' Score: {entity.Score}' Offset: {entity.Offset}' Length: {entity.Length}"); " is 170.
Long Statement,Azure.AI.TextAnalytics.Samples,TextAnalyticsSamples,D:\research\architectureSmells\repos\Azure_azure-sdk-for-net\sdk\cognitiveservices\textanalytics\Azure.AI.TextAnalytics\tests\samples\Sample2_DetectLanguage.cs,RecognizePiiEntitiesBatch,The length of the statement  "                    Debug.WriteLine($"    Text: {entity.Text}' Type: {entity.Type}' SubType: {entity.SubType ?? "N/A"}' Score: {entity.Score:0.00}' Offset: {entity.Offset}' Length: {entity.Length}"); " is 179.
Long Statement,Azure.AI.TextAnalytics.Samples,TextAnalyticsSamples,D:\research\architectureSmells\repos\Azure_azure-sdk-for-net\sdk\cognitiveservices\textanalytics\Azure.AI.TextAnalytics\tests\samples\Sample2_DetectLanguage.cs,RecognizePiiEntitiesBatchAdvanced,The length of the statement  "            var resultCollection = client.RecognizePiiEntities(inputs' new TextAnalyticsRequestOptions(showStatistics: true)).Value; " is 120.
