Implementation smell,Namespace,Class,File,Method,Description
Long Statement,SolrNet,Startup,D:\research\architectureSmells\repos\mausch_SolrNet\CommonServiceLocator.SolrNet\Startup.cs,InitContainer,The length of the statement  "            Container.Register<ISolrFacetQuerySerializer>(c => new DefaultFacetQuerySerializer(c.GetInstance<ISolrQuerySerializer>()' c.GetInstance<ISolrFieldSerializer>())); " is 162.
Long Statement,SolrNet,Startup,D:\research\architectureSmells\repos\mausch_SolrNet\CommonServiceLocator.SolrNet\Startup.cs,InitContainer,The length of the statement  "            Container.Register<ISolrDocumentPropertyVisitor>(c => new DefaultDocumentVisitor(c.GetInstance<IReadOnlyMappingManager>()' c.GetInstance<ISolrFieldParser>())); " is 159.
Long Statement,SolrNet,Startup,D:\research\architectureSmells\repos\mausch_SolrNet\CommonServiceLocator.SolrNet\Startup.cs,InitContainer,The length of the statement  "            Container.Register<IValidationRule>(typeof(MappedPropertiesIsInSolrSchemaRule).FullName' c => new MappedPropertiesIsInSolrSchemaRule()); " is 136.
Long Statement,SolrNet,Startup,D:\research\architectureSmells\repos\mausch_SolrNet\CommonServiceLocator.SolrNet\Startup.cs,InitContainer,The length of the statement  "            Container.Register<IValidationRule>(typeof(RequiredFieldsAreMappedRule).FullName' c => new RequiredFieldsAreMappedRule()); " is 122.
Long Statement,SolrNet,Startup,D:\research\architectureSmells\repos\mausch_SolrNet\CommonServiceLocator.SolrNet\Startup.cs,InitContainer,The length of the statement  "            Container.Register<IValidationRule>(typeof(UniqueKeyMatchesMappingRule).FullName' c => new UniqueKeyMatchesMappingRule()); " is 122.
Long Statement,SolrNet,Startup,D:\research\architectureSmells\repos\mausch_SolrNet\CommonServiceLocator.SolrNet\Startup.cs,InitContainer,The length of the statement  "            Container.Register<IValidationRule>(typeof(MultivaluedMappedToCollectionRule).FullName' c => new MultivaluedMappedToCollectionRule()); " is 134.
Long Statement,SolrNet,Startup,D:\research\architectureSmells\repos\mausch_SolrNet\CommonServiceLocator.SolrNet\Startup.cs,InitContainer,The length of the statement  "            Container.Register<IMappingValidator>(c => new MappingValidator(c.GetInstance<IReadOnlyMappingManager>()' c.GetAllInstances<IValidationRule>().ToArray())); " is 155.
Long Statement,SolrNet,Startup,D:\research\architectureSmells\repos\mausch_SolrNet\CommonServiceLocator.SolrNet\Startup.cs,Init,The length of the statement  "            Container.Register<ISolrAbstractResponseParser<T>>(c => new DefaultResponseParser<T>(c.GetInstance<ISolrDocumentResponseParser<T>>())); " is 135.
Long Statement,SolrNet,Startup,D:\research\architectureSmells\repos\mausch_SolrNet\CommonServiceLocator.SolrNet\Startup.cs,Init,The length of the statement  "            Container.Register<ISolrMoreLikeThisHandlerQueryResultsParser<T>>(c => new SolrMoreLikeThisHandlerQueryResultsParser<T>(c.GetAllInstances<ISolrAbstractResponseParser<T>>().ToArray())); " is 184.
Long Statement,SolrNet,Startup,D:\research\architectureSmells\repos\mausch_SolrNet\CommonServiceLocator.SolrNet\Startup.cs,Init,The length of the statement  "            Container.Register<ISolrQueryExecuter<T>>(c => new SolrQueryExecuter<T>(c.GetInstance<ISolrAbstractResponseParser<T>>()' connection' c.GetInstance<ISolrQuerySerializer>()' c.GetInstance<ISolrFacetQuerySerializer>()' c.GetInstance<ISolrMoreLikeThisHandlerQueryResultsParser<T>>())); " is 281.
Long Statement,SolrNet,Startup,D:\research\architectureSmells\repos\mausch_SolrNet\CommonServiceLocator.SolrNet\Startup.cs,Init,The length of the statement  "            Container.Register<ISolrBasicOperations<T>>(c => new SolrBasicServer<T>(connection' c.GetInstance<ISolrQueryExecuter<T>>()' c.GetInstance<ISolrDocumentSerializer<T>>()' c.GetInstance<ISolrSchemaParser>()' c.GetInstance<ISolrHeaderResponseParser>()' c.GetInstance<ISolrQuerySerializer>()' c.GetInstance<ISolrDIHStatusParser>()' c.GetInstance<ISolrExtractResponseParser>())); " is 373.
Long Statement,SolrNet,Startup,D:\research\architectureSmells\repos\mausch_SolrNet\CommonServiceLocator.SolrNet\Startup.cs,Init,The length of the statement  "            Container.Register<ISolrBasicReadOnlyOperations<T>>(c => new SolrBasicServer<T>(connection' c.GetInstance<ISolrQueryExecuter<T>>()' c.GetInstance<ISolrDocumentSerializer<T>>()' c.GetInstance<ISolrSchemaParser>()' c.GetInstance<ISolrHeaderResponseParser>()' c.GetInstance<ISolrQuerySerializer>()' c.GetInstance<ISolrDIHStatusParser>()' c.GetInstance<ISolrExtractResponseParser>())); " is 381.
Long Statement,SolrNet,Startup,D:\research\architectureSmells\repos\mausch_SolrNet\CommonServiceLocator.SolrNet\Startup.cs,Init,The length of the statement  "            Container.Register<ISolrOperations<T>>(c => new SolrServer<T>(c.GetInstance<ISolrBasicOperations<T>>()' Container.GetInstance<IReadOnlyMappingManager>()' Container.GetInstance<IMappingValidator>())); " is 199.
Long Statement,SolrNet,Startup,D:\research\architectureSmells\repos\mausch_SolrNet\CommonServiceLocator.SolrNet\Startup.cs,Init,The length of the statement  "            Container.Register<ISolrReadOnlyOperations<T>>(c => new SolrServer<T>(c.GetInstance<ISolrBasicOperations<T>>()' Container.GetInstance<IReadOnlyMappingManager>()' Container.GetInstance<IMappingValidator>())); " is 207.
Long Statement,SolrNet,Startup,D:\research\architectureSmells\repos\mausch_SolrNet\CommonServiceLocator.SolrNet\Startup.cs,Init,The length of the statement  "            Container.Register<ISolrCoreAdmin>(coreAdminKey' c => new SolrCoreAdmin(connection' c.GetInstance<ISolrHeaderResponseParser>()' c.GetInstance<ISolrStatusResponseParser>())); " is 173.
Long Statement,SolrNet,Startup,D:\research\architectureSmells\repos\mausch_SolrNet\CommonServiceLocator.SolrNet\Startup.cs,ChooseDocumentResponseParser,The length of the statement  "            return new SolrDocumentResponseParser<T>(c.GetInstance<IReadOnlyMappingManager>()' c.GetInstance<ISolrDocumentPropertyVisitor>()' c.GetInstance<ISolrDocumentActivator<T>>()); " is 174.
