Architecture smell,Project,Namespace,Cause
Ambiguous Interface,ImageEditorBlogPost,ImageEditorBlogPost,The tool detected the smell in this component because the component provides only a single' general entry-point via the following class: ToolUISelector
Feature Concentration,ImageEditorBlogPost,ImageEditorBlogPost,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [App]' [CustomColorEffects' NokiaRenderer' SketchTool]' [LocalizedStrings]' [MainPage]' [ToolUISelector]. LCC (Lack of Component Cohesion) = 0.71
