Implementation smell,Namespace,Class,File,Method,Description
Long Statement,HowTo_DisplayCustomEventInformation,ViewModel,C:\repos\telerik_win8-xaml-sdk\Calendar\HowTo-DisplayCustomEventInformation\ViewModel.cs,CreateEvents,The length of the statement  "             data.Add(new EventInfo() { Date = date.AddDays(2)' Title = "First Event"' Details = "First Event Details... "' Symbol = '\uE082' }); " is 132.
Long Statement,HowTo_DisplayCustomEventInformation,ViewModel,C:\repos\telerik_win8-xaml-sdk\Calendar\HowTo-DisplayCustomEventInformation\ViewModel.cs,CreateEvents,The length of the statement  "             data.Add(new EventInfo() { Date = date.AddDays(3)' Title = "Second Event"' Details = "Second Event Details..."' Symbol = '\uE0A5' }); " is 133.
Long Statement,HowTo_DisplayCustomEventInformation,ViewModel,C:\repos\telerik_win8-xaml-sdk\Calendar\HowTo-DisplayCustomEventInformation\ViewModel.cs,CreateEvents,The length of the statement  "             data.Add(new EventInfo() { Date = date.AddDays(5)' Title = "Third Event"' Details = "Third Event Details..."' Symbol = '\u23F0' }); " is 131.
Magic Number,HowTo_DisplayCustomEventInformation,MainPage,C:\repos\telerik_win8-xaml-sdk\Calendar\HowTo-DisplayCustomEventInformation\MainPage.xaml.cs,MainPage,The following statement contains a magic number: this.calendar.DisplayDate = new DateTime(2002' 9' 1);
Magic Number,HowTo_DisplayCustomEventInformation,MainPage,C:\repos\telerik_win8-xaml-sdk\Calendar\HowTo-DisplayCustomEventInformation\MainPage.xaml.cs,MainPage,The following statement contains a magic number: this.calendar.DisplayDate = new DateTime(2002' 9' 1);
Magic Number,HowTo_DisplayCustomEventInformation,ViewModel,C:\repos\telerik_win8-xaml-sdk\Calendar\HowTo-DisplayCustomEventInformation\ViewModel.cs,CreateEvents,The following statement contains a magic number: DateTime date = new DateTime(2002' 9' 1);
Magic Number,HowTo_DisplayCustomEventInformation,ViewModel,C:\repos\telerik_win8-xaml-sdk\Calendar\HowTo-DisplayCustomEventInformation\ViewModel.cs,CreateEvents,The following statement contains a magic number: DateTime date = new DateTime(2002' 9' 1);
Magic Number,HowTo_DisplayCustomEventInformation,ViewModel,C:\repos\telerik_win8-xaml-sdk\Calendar\HowTo-DisplayCustomEventInformation\ViewModel.cs,CreateEvents,The following statement contains a magic number: data.Add(new EventInfo() { Date = date.AddDays(2)' Title = "First Event"' Details = "First Event Details... "' Symbol = '\uE082' });
Magic Number,HowTo_DisplayCustomEventInformation,ViewModel,C:\repos\telerik_win8-xaml-sdk\Calendar\HowTo-DisplayCustomEventInformation\ViewModel.cs,CreateEvents,The following statement contains a magic number: data.Add(new EventInfo() { Date = date.AddDays(3)' Title = "Second Event"' Details = "Second Event Details..."' Symbol = '\uE0A5' });
Magic Number,HowTo_DisplayCustomEventInformation,ViewModel,C:\repos\telerik_win8-xaml-sdk\Calendar\HowTo-DisplayCustomEventInformation\ViewModel.cs,CreateEvents,The following statement contains a magic number: data.Add(new EventInfo() { Date = date.AddDays(5)' Title = "Third Event"' Details = "Third Event Details..."' Symbol = '\u23F0' });
