Architecture smell,Project,Namespace,Cause
Feature Concentration,Orleans,Orleans.GrainDirectory,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [GrainDirectoryEntryStatus]' [IMultiClusterRegistrationStrategy' MultiClusterRegistrationStrategy' GlobalSingleInstanceRegistration' ClusterLocalRegistration' MultiClusterRegistrationStrategyManager]' [IGrainDirectory' UnregistrationCause' IGrainRegistrar]' [AddressAndTag]' [AddressesAndTag]. LCC (Lack of Component Cohesion) = 0.45
Feature Concentration,Orleans,Orleans.Providers,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ProviderState' ProviderStateManager]' [ProviderStateException]' [IControllable]' [StatisticsProviderManager' IProvider' IProviderManager' IProviderConfiguration' ProviderConfigurationExtensions' IProviderRuntime' IStorageProviderRuntime' ILogConsistencyProviderRuntime' ProviderLoader' ProviderTypeLoader' IBootstrapProvider]' [ClientProviderRuntime]' [ProviderInitializationException]. LCC (Lack of Component Cohesion) = 0.35
Feature Concentration,Orleans,Orleans.Serialization,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ILBasedExceptionSerializer' ILBasedSerializer' ILSerializerGenerator' ILDelegateBuilder' IOnDeserialized' RemoteNonDeserializableException' TypeSerializer' ReflectedSerializationMethodInfo' BinaryTokenStreamReader' BinaryTokenStreamWriter' SerializationTokenType' BuiltInTypes' IDeserializationContext' DeserializationContextExtensions' DeserializationContext' ISerializerContext' ICopyContext' ISerializationContext' SerializationContextExtensions' SerializationContext' SerializationManager' IExternalSerializer' OrleansJsonSerializer' BinaryFormatterSerializer' ILFieldBuilder]' [ILGenerationException]' [IPAddressConverter]' [GrainIdConverter]' [SiloAddressConverter]' [UniqueKeyConverter]' [IPEndPointConverter]' [GrainReferenceConverter]' [TypeUtilities]. LCC (Lack of Component Cohesion) = 0.27
Feature Concentration,Orleans,Orleans.Storage,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [StorageProviderUtils]' [IMemoryStorageGrain]' [ILocalDataStore]' [IStorageProvider]' [IRestExceptionDecoder]' [BadProviderConfigException]' [InconsistentStateException]. LCC (Lack of Component Cohesion) = 1
Feature Concentration,Orleans,Orleans.Streams.Core,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [IStreamSubscriptionObserver]' [IStreamSubscriptionManager' StreamSubscriptionManager' StreamSubscriptionManagerAdmin' IStreamSubscriptionManagerAdmin' StreamSubscriptionManagerType' StreamSubscription]' [IStreamSubscriptionManagerRetriever]. LCC (Lack of Component Cohesion) = 0.38
Feature Concentration,Orleans,Concurrency,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ReadOnlyAttribute]' [ReentrantAttribute]' [UnorderedAttribute]' [StatelessWorkerAttribute]' [AlwaysInterleaveAttribute]' [MayInterleaveAttribute]' [ImmutableAttribute]' [OneWayAttribute]. LCC (Lack of Component Cohesion) = 1
Feature Concentration,Orleans,CodeGeneration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TypeCodeOverrideAttribute]' [MethodIdAttribute]' [VersionAttribute]' [CopierMethodAttribute]' [SerializerMethodAttribute]' [DeserializerMethodAttribute]. LCC (Lack of Component Cohesion) = 1
Scattered Functionality,Orleans,Orleans.Runtime,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Orleans.Serialization' Orleans
Scattered Functionality,Orleans,Orleans,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Orleans.CodeGeneration' Orleans.Runtime
Scattered Functionality,Orleans,Orleans,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Orleans.Messaging' Orleans.Runtime
Scattered Functionality,Orleans,Orleans,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Orleans.Serialization' Orleans.Runtime
Scattered Functionality,Orleans,Orleans.Core,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Orleans.Storage' Orleans.Runtime
Scattered Functionality,Orleans,Orleans.Streams.PubSub,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Orleans' Orleans.Streams.Core
Scattered Functionality,Orleans,Orleans.Providers.Streams.Common,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Orleans.Providers' Orleans.Streams
