Architecture smell,Project,Namespace,Cause
Cyclic Dependency,OrleansRuntime,Orleans.Runtime.Providers,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Orleans.Runtime.Providers' Orleans.Runtime
Unstable Dependency,OrleansRuntime,Orleans.Runtime,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Orleans.Runtime.LogConsistency' Orleans.Runtime.ReminderService' Orleans.Runtime.Messaging' Orleans.Runtime.Counters' Orleans.Runtime.Storage' Orleans.Runtime.TestHooks' Orleans.Runtime.Providers
Unstable Dependency,OrleansRuntime,Orleans.Runtime.Placement,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Orleans.Runtime
Unstable Dependency,OrleansRuntime,Orleans.Runtime.MultiClusterNetwork,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Orleans.Runtime
Unstable Dependency,OrleansRuntime,Orleans.Runtime.GrainDirectory,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Orleans.Runtime
Unstable Dependency,OrleansRuntime,Orleans.Runtime.Scheduler,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Orleans.Runtime
Unstable Dependency,OrleansRuntime,Orleans.Runtime.Host,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Orleans.Runtime
Unstable Dependency,OrleansRuntime,Orleans.Runtime.Versions,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Orleans.Runtime' Orleans.Runtime.Versions.Selector' Orleans.Runtime.Versions.Compatibility
God Component,OrleansRuntime,Orleans.Runtime,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 41
Feature Concentration,OrleansRuntime,Orleans.Runtime.Placement,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [HashBasedPlacementDirector]' [IActivationSelector' PlacementDirectorsManager' ClientObserversPlacementDirector' StatelessWorkerDirector' RandomPlacementDirector' ActivationCountPlacementDirector' IPlacementRuntime' PlacementRuntimeExtensions' PreferLocalPlacementDirector]. LCC (Lack of Component Cohesion) = 0.2
Feature Concentration,OrleansRuntime,Orleans.Runtime.ReminderService,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ReminderRegistry]' [MockReminderTable' ReminderTableFactory]' [GrainBasedReminderTable' InMemoryRemindersTable]' [LocalReminderService]. LCC (Lack of Component Cohesion) = 0.67
Feature Concentration,OrleansRuntime,Orleans.Runtime.MultiClusterNetwork,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [MultiClusterData' GatewayEntry' MultiClusterOracleData]' [MultiClusterOracle' IMultiClusterOracle]' [MultiClusterGossipChannelFactory' IGossipChannel]. LCC (Lack of Component Cohesion) = 0.43
Feature Concentration,OrleansRuntime,Orleans.Streams,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [LoadShedQueueFlowController]' [PersistentStreamPullingManager' PersistentStreamPullingAgent]' [PubSubGrainState]' [PubSubRendezvousGrain]' [BestFitBalancer' DeploymentBasedQueueBalancer' StreamQueueBalancerFactory' StaticClusterDeploymentConfiguration' ConsistentRingQueueBalancer]. LCC (Lack of Component Cohesion) = 0.5
Scattered Functionality,OrleansRuntime,Orleans.Runtime,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Orleans.Runtime.Scheduler' Orleans.Runtime.GrainDirectory
Scattered Functionality,OrleansRuntime,Orleans.Runtime.Messaging,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Orleans.Runtime' Orleans.Runtime.Scheduler
Scattered Functionality,OrleansRuntime,Orleans.Runtime.Providers,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Orleans.Runtime.Scheduler' Orleans.Runtime
