Architecture smell,Project,Namespace,Cause
Cyclic Dependency,OrleansRuntime,Orleans.Runtime,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Orleans.Runtime' Orleans.Runtime.GrainDirectory
Cyclic Dependency,OrleansRuntime,Orleans.Runtime,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Orleans.Runtime' Orleans.Runtime.Counters
Cyclic Dependency,OrleansRuntime,Orleans.Runtime,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Orleans.Runtime' Orleans.Runtime.Messaging
Cyclic Dependency,OrleansRuntime,Orleans.Runtime,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Orleans.Runtime' Orleans.Runtime.Messaging' Orleans.Runtime.GrainDirectory
Cyclic Dependency,OrleansRuntime,Orleans.Runtime,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Orleans.Runtime' Orleans.Serialization
Cyclic Dependency,OrleansRuntime,Orleans.Runtime,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Orleans.Runtime' Orleans.Runtime.Scheduler
Cyclic Dependency,OrleansRuntime,Orleans.Runtime.Placement,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Orleans.Runtime.Placement' Orleans.Runtime
Cyclic Dependency,OrleansRuntime,Orleans.Runtime.Placement,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Orleans.Runtime.Placement' Orleans.Runtime' Orleans.Runtime.Messaging
Cyclic Dependency,OrleansRuntime,Orleans.Runtime.TestHooks,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Orleans.Runtime.TestHooks' Orleans.Runtime
Cyclic Dependency,OrleansRuntime,Orleans.Runtime.TestHooks,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Orleans.Runtime.TestHooks' Orleans.Runtime' Orleans.Runtime.GrainDirectory
Cyclic Dependency,OrleansRuntime,Orleans.Runtime.GrainDirectory,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Orleans.Runtime.GrainDirectory' Orleans.Runtime' Orleans.GrainDirectory
