Architecture smell,Project,Namespace,Cause,Responsible Classes
Feature Concentration,OrleansSQLUtils,Orleans.SqlUtils,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [OrleansRelationalDownloadStream' RelationalStorageExtensions' SqlFormatProvider' SqlFormatter' DbConstantsStore' DbConstants' IRelationalStorage' RelationalOrleansQueries]' [AdoNetInvariants]' [DbConnectionFactory' CachedFactory' RelationalStorage]' [DbExtensions]. LCC (Lack of Component Cohesion) = 0.31,Orleans.SqlUtils.AdoNetInvariants' Orleans.SqlUtils.DbExtensions
Feature Concentration,OrleansSQLUtils,OrleansSQLUtils.Storage,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DbStoredQueries]' [Converters' Columns]' [ICommandInterceptor' NoOpCommandInterceptor' OracleCommandInterceptor]. LCC (Lack of Component Cohesion) = 0.5,OrleansSQLUtils.Storage.Converters' OrleansSQLUtils.Storage.Columns' OrleansSQLUtils.Storage.DbStoredQueries
