Implementation smell,Namespace,Class,File,Method,Description
Long Statement,NuGet.Services.DatabaseMigration.Facts,PendingMigrationsFacts,C:\research\architectureSmells\repos\NuGet_NuGetGallery\tests\NuGet.Services.DatabaseMigration.Facts\PendingMigrationsFacts.cs,DisposeAsync,The length of the statement  "            const string connectionString = @"Data Source=(localdb)\mssqllocaldb; Initial Catalog=master; Integrated Security=True; MultipleActiveResultSets=True"; " is 151.
Long Statement,NuGet.Services.DatabaseMigration.Facts,ValidateMigrationsFacts,C:\research\architectureSmells\repos\NuGet_NuGetGallery\tests\NuGet.Services.DatabaseMigration.Facts\ValidateMigrationsFacts.cs,ValidateMigrationsThrowNullExceptions,The length of the statement  "            var exception = Assert.Throws<ArgumentNullException>(() => _migrationJob.CheckIsValidMigration(databaseMigrations' localMigrations)); " is 133.
Long Statement,NuGet.Services.DatabaseMigration.Facts,ValidateMigrationsFacts,C:\research\architectureSmells\repos\NuGet_NuGetGallery\tests\NuGet.Services.DatabaseMigration.Facts\ValidateMigrationsFacts.cs,ValidateMigrationsThrowInvalidOperationExceptions,The length of the statement  "            var exception = Assert.Throws<InvalidOperationException>(() => _migrationJob.CheckIsValidMigration(databaseMigrations' localMigrations)); " is 137.
Magic Number,NuGet.Services.DatabaseMigration.Facts,PendingMigrationsFacts,C:\research\architectureSmells\repos\NuGet_NuGetGallery\tests\NuGet.Services.DatabaseMigration.Facts\PendingMigrationsFacts.cs,NoPendingMigrations,The following statement contains a magic number: _output.WriteLine(new string('-'' 60));
Magic Number,NuGet.Services.DatabaseMigration.Facts,PendingMigrationsFacts,C:\research\architectureSmells\repos\NuGet_NuGetGallery\tests\NuGet.Services.DatabaseMigration.Facts\PendingMigrationsFacts.cs,NoPendingMigrations,The following statement contains a magic number: _output.WriteLine(new string('-'' 60));
