Implementation smell,Namespace,Class,File,Method,Description
Long Statement,uWebshop.Umbraco7,Umbraco7Addon,D:\research\architectureSmells\repos\uWebshop_uWebshop-Releases\Umbraco\uWebshop.Umbraco7\Umbraco7Addon.cs,DependencyRegistration,The length of the statement  "			control.RegisterInstance<IContentTypeService' IContentTypeService>(ApplicationContext.Current.Services.ContentTypeService); " is 123.
Magic Number,uWebshop.Umbraco7,Umbraco7Addon,D:\research\architectureSmells\repos\uWebshop_uWebshop-Releases\Umbraco\uWebshop.Umbraco7\Umbraco7Addon.cs,StateInitializationOrder,The following statement contains a magic number: return InitializationOrder.InternalNoDependencies + 7;
