Implementation smell,Namespace,Class,File,Method,Description
Complex Method,Microsoft.Research.Naiad.Frameworks.WorkGenerator,MatchingCoordinator<TInput;TCategory;TWorkStub;TWorkDescription;TWorkerDescription>,D:\research\architectureSmells\repos\MicrosoftResearch_Naiad\Frameworks\WorkGenerator\WorkGenerator.cs,AddInput,Cyclomatic complexity of the method is 8
Complex Method,Microsoft.Research.Naiad.Frameworks.WorkGenerator,MatchingCoordinator<TInput;TCategory;TWorkStub;TWorkDescription;TWorkerDescription>,D:\research\architectureSmells\repos\MicrosoftResearch_Naiad\Frameworks\WorkGenerator\WorkGenerator.cs,AssignWork,Cyclomatic complexity of the method is 8
