Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Appccelerate.Bootstrapper.Sample.Complex.Extensions,ExtensionWithExtensionConfigurationSection,C:\repos\appccelerate_appccelerate\source\Appccelerate.Bootstrapper.Sample\Complex\Extensions\ExtensionWithExtensionConfigurationSection.cs,Start,The length of the statement  "            Log.InfoFormat(CultureInfo.InvariantCulture' " - EndpointAddress: {0} <<{1}>>"' this.EndpointAddress' this.EndpointAddress.GetType().Name); " is 139.
Long Statement,Appccelerate.Bootstrapper.Sample.Complex.Extensions,ExtensionWithExtensionConfigurationSectionWithConversionAndCustomizedLoading,C:\repos\appccelerate_appccelerate\source\Appccelerate.Bootstrapper.Sample\Complex\Extensions\ExtensionWithExtensionConfigurationSectionWithConversionAndCustomizedLoading.cs,Start,The length of the statement  "            Log.InfoFormat(CultureInfo.InvariantCulture' " - EndpointAddress: {0} <<{1}>>"' this.EndpointAddress' this.EndpointAddress.GetType().Name); " is 139.
Long Statement,Appccelerate.Bootstrapper.Sample.Complex.Extensions,ExtensionWithExtensionConfigurationSectionWithConversionAndCustomizedLoading,C:\repos\appccelerate_appccelerate\source\Appccelerate.Bootstrapper.Sample\Complex\Extensions\ExtensionWithExtensionConfigurationSectionWithConversionAndCustomizedLoading.cs,Describe,The length of the statement  "                "Extension which overloads the default configuration section loading mechanism and provides callback functions to turn the section values into properties"; " is 155.
Long Statement,Appccelerate.Bootstrapper.Sample.Customization,DecoratingExecutableFactory<TExtension>,C:\repos\appccelerate_appccelerate\source\Appccelerate.Bootstrapper.Sample\Customization\DecoratingExecutableFactory.cs,CreateExecutable,The length of the statement  "            IExecutable<TExtension> decoratedExecutable = this.decoratedExecutableFactory.CreateExecutable(initializer' action' contextInterceptor); " is 136.
Long Statement,Appccelerate.Bootstrapper.Sample.Customization,TextFileReporter,C:\repos\appccelerate_appccelerate\source\Appccelerate.Bootstrapper.Sample\Customization\TextFileReporter.cs,Report,The length of the statement  "            File.WriteAllText(Path.Combine(Directory.GetCurrentDirectory()' "CustomizationReport.txt")' this.decoratedReporter.ToString()); " is 127.
Long Statement,Appccelerate.Bootstrapper.Sample.Customization,StringReporter,C:\repos\appccelerate_appccelerate\source\Appccelerate.Bootstrapper.Sample\Customization\TextFileReporter.cs,Dump,The length of the statement  "                sb.AppendLine(string.Format(CultureInfo.InvariantCulture' "{0}[Name = {1}' Description = {2}]"' string.Empty.PadLeft(indent)' name' description)); " is 146.
Magic Number,Appccelerate.Bootstrapper.Sample.Customization,StringReporter,C:\repos\appccelerate_appccelerate\source\Appccelerate.Bootstrapper.Sample\Customization\TextFileReporter.cs,Dump,The following statement contains a magic number: Dump(executionContext.Name' executionContext.Description' sb' 3);
Magic Number,Appccelerate.Bootstrapper.Sample.Customization,StringReporter,C:\repos\appccelerate_appccelerate\source\Appccelerate.Bootstrapper.Sample\Customization\TextFileReporter.cs,Dump,The following statement contains a magic number: foreach (IExecutableContext executableContext in executableContexts)                  {                      Dump(executableContext.Name' executableContext.Description' sb' 6);                        executableContext.Behaviors.ToList().ForEach(b => Dump(b.Name' b.Description' sb' 9));                  }
Magic Number,Appccelerate.Bootstrapper.Sample.Customization,StringReporter,C:\repos\appccelerate_appccelerate\source\Appccelerate.Bootstrapper.Sample\Customization\TextFileReporter.cs,Dump,The following statement contains a magic number: foreach (IExecutableContext executableContext in executableContexts)                  {                      Dump(executableContext.Name' executableContext.Description' sb' 6);                        executableContext.Behaviors.ToList().ForEach(b => Dump(b.Name' b.Description' sb' 9));                  }
