Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
DbConnection,1,0,2,0,0,29,0,0,0,0,0,19
Answer,0,32,0,0,32,595,63,0,1,0,3,2
AnswerType,0,13,0,0,13,203,21,0,1,0,2,2
SurveyAsset,0,3,0,0,3,38,5,0,1,0,2,0
Survey,0,76,0,0,75,1256,139,0,1,0,20,0
SurveyToken,0,5,0,0,5,90,13,0,1,0,2,0
SurveyIPRange,0,4,0,0,4,44,5,0,1,0,2,0
DbAccess,0,1,0,0,1,10,1,0,1,0,1,0
Filter,0,8,0,0,8,113,13,0,1,0,3,0
Folder,0,7,0,0,7,85,12,0,1,0,2,0
Library,0,5,0,0,5,76,7,0,1,0,2,0
MultiLanguage,0,9,0,0,9,191,19,0,1,0,3,2
Question,0,55,0,0,55,1031,111,0,1,0,16,1
QuestionGroups,0,6,0,0,6,91,12,0,1,0,3,2
RegularExpression,0,9,0,0,9,124,13,0,1,0,2,2
Role,0,12,0,0,12,166,20,0,1,0,3,0
SecurityAddIn,0,11,0,0,11,191,21,0,1,0,3,0
SurveyLayout,0,2,0,0,2,35,3,0,1,0,2,1
User,0,14,0,0,14,221,25,0,1,0,4,0
Voter,0,34,0,0,34,727,79,0,1,0,8,0
