Architecture smell,Project,Namespace,Cause
Cyclic Dependency,winsw,winsw,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: winsw' winsw.Logging
Unstable Dependency,winsw,winsw.Logging,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): winsw
