Implementation smell,Namespace,Class,File,Method,Description
Long Statement,winsw.Plugins.RunawayProcessKiller,RunawayProcessKillerExtension,C:\repos\kohsuke_winsw\src\Plugins\RunawayProcessKiller\RunawayProcessKillerExtension.cs,Configure,The length of the statement  "            CheckWinSWEnvironmentVariable = checkWinSWEnvironmentVariable != null ? Boolean.Parse(checkWinSWEnvironmentVariable) : true; " is 124.
Long Statement,winsw.Plugins.RunawayProcessKiller,RunawayProcessKillerExtension,C:\repos\kohsuke_winsw\src\Plugins\RunawayProcessKiller\RunawayProcessKillerExtension.cs,OnWrapperStarted,The length of the statement  "            // No Windows 10- compatible solution for EnvVars retrieval' see https://blog.gapotchenko.com/eazfuscator.net/reading-environment-variables " is 139.
