Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Rebel.Framework.DependencyManagement.Ninject,NinjectServiceRegistrar<TContract;TImplementation>,C:\repos\RebelCMS_rebelcmsxu5\Sandboxes\Playground\Rebel.Framework.DependencyManagement.Ninject\NinjectServiceRegistrar.cs,RegisterFactory,The length of the statement  "			IBindingWhenInNamedWithOrOnSyntax<TContract> bindingResult = _kernel.Bind<TContract>().ToMethod(context => @delegate.Invoke(new NinjectResolutionContext(_kernel))); " is 164.
Long Statement,Rebel.Framework.DependencyManagement.Ninject,NinjectServiceRegistrar<TContract;TImplementation>,C:\repos\RebelCMS_rebelcmsxu5\Sandboxes\Playground\Rebel.Framework.DependencyManagement.Ninject\NinjectServiceRegistrar.cs,RegisterFactory,The length of the statement  "			IBindingWhenInNamedWithOrOnSyntax<TContract> bindingResult = _kernel.Bind<TContract>().ToMethod(context => @delegate.Invoke(new NinjectResolutionContext(_kernel))); " is 164.
