Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Cyclic Dependency,npantarhei.runtime,npantarhei.runtime.config,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: npantarhei.runtime.config' npantarhei.runtime' npantarhei.runtime.contract,npantarhei.runtime.config.AssemblyCrawler' npantarhei.runtime.FlowRuntimeFactory' npantarhei.runtime.FlowRuntime' npantarhei.runtime.FlowRuntimeConfiguration' npantarhei.runtime.contract.ActivationMessage' npantarhei.runtime.contract.IFlowRuntime,npantarhei.runtime.config.AssemblyCrawler' npantarhei.runtime.FlowRuntimeFactory' npantarhei.runtime.FlowRuntime' npantarhei.runtime.FlowRuntimeConfiguration' npantarhei.runtime.contract.ActivationMessage' npantarhei.runtime.contract.IFlowRuntime
Cyclic Dependency,npantarhei.runtime,npantarhei.runtime.config,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: npantarhei.runtime.config' npantarhei.runtime' npantarhei.runtime.contract' npantarhei.runtime.messagetypes' npantarhei.runtime.contract,npantarhei.runtime.config.AssemblyCrawler' npantarhei.runtime.FlowRuntimeFactory' npantarhei.runtime.FlowRuntime' npantarhei.runtime.FlowRuntimeConfiguration' npantarhei.runtime.contract.ActivationMessage' npantarhei.runtime.contract.IFlowRuntime' npantarhei.runtime.messagetypes.ContextualizedMessage,npantarhei.runtime.config.AssemblyCrawler' npantarhei.runtime.FlowRuntimeFactory' npantarhei.runtime.FlowRuntime' npantarhei.runtime.FlowRuntimeConfiguration' npantarhei.runtime.contract.ActivationMessage' npantarhei.runtime.contract.IFlowRuntime' npantarhei.runtime.messagetypes.ContextualizedMessage
Cyclic Dependency,npantarhei.runtime,npantarhei.runtime.contract,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: npantarhei.runtime.contract' npantarhei.runtime.messagetypes,npantarhei.runtime.contract.ActivationMessage' npantarhei.runtime.contract.IFlowRuntime' npantarhei.runtime.messagetypes.ContextualizedMessage,npantarhei.runtime.contract.ActivationMessage' npantarhei.runtime.contract.IFlowRuntime' npantarhei.runtime.messagetypes.ContextualizedMessage
Cyclic Dependency,npantarhei.runtime,npantarhei.runtime.contract,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: npantarhei.runtime.contract' npantarhei.runtime.patterns' npantarhei.runtime.operations' npantarhei.runtime,npantarhei.runtime.contract.ActivationMessage' npantarhei.runtime.contract.IFlowRuntime' npantarhei.runtime.patterns.AsynchronizeRoundRobin' npantarhei.runtime.patterns.AutoResetJoinBase' npantarhei.runtime.operations.Schedule_for_parallel_depthfirst_processing' npantarhei.runtime.operations.Wrap_EBC_method' npantarhei.runtime.FlowRuntimeFactory' npantarhei.runtime.FlowRuntime' npantarhei.runtime.FlowRuntimeConfiguration,npantarhei.runtime.contract.ActivationMessage' npantarhei.runtime.contract.IFlowRuntime' npantarhei.runtime.patterns.AsynchronizeRoundRobin' npantarhei.runtime.patterns.AutoResetJoinBase' npantarhei.runtime.operations.Schedule_for_parallel_depthfirst_processing' npantarhei.runtime.operations.Wrap_EBC_method' npantarhei.runtime.FlowRuntimeFactory' npantarhei.runtime.FlowRuntime' npantarhei.runtime.FlowRuntimeConfiguration
Cyclic Dependency,npantarhei.runtime,npantarhei.runtime.contract,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: npantarhei.runtime.contract' npantarhei.runtime.data' npantarhei.runtime.patterns' npantarhei.runtime.operations' npantarhei.runtime,npantarhei.runtime.contract.ActivationMessage' npantarhei.runtime.contract.IFlowRuntime' npantarhei.runtime.data.AsynchronizerCache' npantarhei.runtime.patterns.AsynchronizeRoundRobin' npantarhei.runtime.patterns.AutoResetJoinBase' npantarhei.runtime.operations.Schedule_for_parallel_depthfirst_processing' npantarhei.runtime.operations.Wrap_EBC_method' npantarhei.runtime.FlowRuntimeFactory' npantarhei.runtime.FlowRuntime' npantarhei.runtime.FlowRuntimeConfiguration,npantarhei.runtime.contract.ActivationMessage' npantarhei.runtime.contract.IFlowRuntime' npantarhei.runtime.data.AsynchronizerCache' npantarhei.runtime.patterns.AsynchronizeRoundRobin' npantarhei.runtime.patterns.AutoResetJoinBase' npantarhei.runtime.operations.Schedule_for_parallel_depthfirst_processing' npantarhei.runtime.operations.Wrap_EBC_method' npantarhei.runtime.FlowRuntimeFactory' npantarhei.runtime.FlowRuntime' npantarhei.runtime.FlowRuntimeConfiguration
Cyclic Dependency,npantarhei.runtime,npantarhei.runtime.data,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: npantarhei.runtime.data' npantarhei.runtime' npantarhei.runtime.contract,npantarhei.runtime.data.AsynchronizerCache' npantarhei.runtime.FlowRuntimeFactory' npantarhei.runtime.FlowRuntime' npantarhei.runtime.FlowRuntimeConfiguration' npantarhei.runtime.contract.ActivationMessage' npantarhei.runtime.contract.IFlowRuntime,npantarhei.runtime.data.AsynchronizerCache' npantarhei.runtime.FlowRuntimeFactory' npantarhei.runtime.FlowRuntime' npantarhei.runtime.FlowRuntimeConfiguration' npantarhei.runtime.contract.ActivationMessage' npantarhei.runtime.contract.IFlowRuntime
Cyclic Dependency,npantarhei.runtime,npantarhei.runtime.data,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: npantarhei.runtime.data' npantarhei.runtime.patterns' npantarhei.runtime' npantarhei.runtime.contract,npantarhei.runtime.data.AsynchronizerCache' npantarhei.runtime.patterns.AsynchronizeRoundRobin' npantarhei.runtime.patterns.AutoResetJoinBase' npantarhei.runtime.FlowRuntimeFactory' npantarhei.runtime.FlowRuntime' npantarhei.runtime.FlowRuntimeConfiguration' npantarhei.runtime.contract.ActivationMessage' npantarhei.runtime.contract.IFlowRuntime,npantarhei.runtime.data.AsynchronizerCache' npantarhei.runtime.patterns.AsynchronizeRoundRobin' npantarhei.runtime.patterns.AutoResetJoinBase' npantarhei.runtime.FlowRuntimeFactory' npantarhei.runtime.FlowRuntime' npantarhei.runtime.FlowRuntimeConfiguration' npantarhei.runtime.contract.ActivationMessage' npantarhei.runtime.contract.IFlowRuntime
Cyclic Dependency,npantarhei.runtime,npantarhei.runtime.data,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: npantarhei.runtime.data' npantarhei.runtime' npantarhei.runtime.contract' npantarhei.runtime.messagetypes' npantarhei.runtime.contract,npantarhei.runtime.data.AsynchronizerCache' npantarhei.runtime.FlowRuntimeFactory' npantarhei.runtime.FlowRuntime' npantarhei.runtime.FlowRuntimeConfiguration' npantarhei.runtime.contract.ActivationMessage' npantarhei.runtime.contract.IFlowRuntime' npantarhei.runtime.messagetypes.ContextualizedMessage,npantarhei.runtime.data.AsynchronizerCache' npantarhei.runtime.FlowRuntimeFactory' npantarhei.runtime.FlowRuntime' npantarhei.runtime.FlowRuntimeConfiguration' npantarhei.runtime.contract.ActivationMessage' npantarhei.runtime.contract.IFlowRuntime' npantarhei.runtime.messagetypes.ContextualizedMessage
Cyclic Dependency,npantarhei.runtime,npantarhei.runtime,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: npantarhei.runtime' npantarhei.runtime.contract,npantarhei.runtime.FlowRuntimeFactory' npantarhei.runtime.FlowRuntime' npantarhei.runtime.FlowRuntimeConfiguration' npantarhei.runtime.contract.ActivationMessage' npantarhei.runtime.contract.IFlowRuntime,npantarhei.runtime.FlowRuntimeFactory' npantarhei.runtime.FlowRuntime' npantarhei.runtime.FlowRuntimeConfiguration' npantarhei.runtime.contract.ActivationMessage' npantarhei.runtime.contract.IFlowRuntime
Cyclic Dependency,npantarhei.runtime,npantarhei.runtime.messagetypes,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: npantarhei.runtime.messagetypes' npantarhei.runtime' npantarhei.runtime.contract,npantarhei.runtime.messagetypes.ContextualizedMessage' npantarhei.runtime.FlowRuntimeFactory' npantarhei.runtime.FlowRuntime' npantarhei.runtime.FlowRuntimeConfiguration' npantarhei.runtime.contract.ActivationMessage' npantarhei.runtime.contract.IFlowRuntime,npantarhei.runtime.messagetypes.ContextualizedMessage' npantarhei.runtime.FlowRuntimeFactory' npantarhei.runtime.FlowRuntime' npantarhei.runtime.FlowRuntimeConfiguration' npantarhei.runtime.contract.ActivationMessage' npantarhei.runtime.contract.IFlowRuntime
