Method,LOC,CC,PC
ActiveRecordAttribute:ActiveRecordAttribute,1,1,0
ActiveRecordAttribute:ActiveRecordAttribute,3,1,1
ActiveRecordAttribute:ActiveRecordAttribute,4,1,2
AnyAttribute:AnyAttribute,2,1,0
AnyAttribute:AnyAttribute,3,1,1
MetaValueAttribute:MetaValueAttribute,4,1,2
MetaValueAttribute:MetaValueAttribute,4,1,2
MetaValueAttribute:MetaValueAttribute,4,1,2
MetaValueAttribute:MetaValueAttribute,4,1,2
MetaValueAttribute:CompareTo,4,1,1
BelongsToAttribute:BelongsToAttribute,2,1,0
BelongsToAttribute:BelongsToAttribute,3,1,1
CollectionIDAttribute:CollectionIDAttribute,5,1,3
FieldAttribute:FieldAttribute,3,1,0
FieldAttribute:FieldAttribute,3,1,1
FieldAttribute:FieldAttribute,3,1,2
HasAndBelongsToManyAttribute:HasAndBelongsToManyAttribute,3,1,1
HasAndBelongsToManyAttribute:HasAndBelongsToManyAttribute,2,1,0
HasAndBelongsToManyAttribute:HasAndBelongsToManyAttribute,3,1,2
HasManyAttribute:HasManyAttribute,2,1,0
HasManyAttribute:HasManyAttribute,3,1,1
HasManyAttribute:HasManyAttribute,5,1,3
HasManyToAnyAttribute:HasManyToAnyAttribute,5,1,6
HiloAttribute:HiloAttribute,2,1,0
HiloAttribute:HiloAttribute,5,1,3
JoinedKeyAttribute:JoinedKeyAttribute,2,1,0
JoinedKeyAttribute:JoinedKeyAttribute,3,1,1
NestedAttribute:NestedAttribute,1,1,0
NestedAttribute:NestedAttribute,3,1,1
PrimaryKeyAttribute:PrimaryKeyAttribute,2,1,0
PrimaryKeyAttribute:PrimaryKeyAttribute,3,1,1
PrimaryKeyAttribute:PrimaryKeyAttribute,3,1,1
PrimaryKeyAttribute:PrimaryKeyAttribute,3,1,2
PrimaryKeyAttribute:PrimaryKeyAttribute,3,1,1
PropertyAccessHelper:ToString,37,2,1
PropertyAttribute:PropertyAttribute,4,1,0
PropertyAttribute:PropertyAttribute,3,1,1
PropertyAttribute:PropertyAttribute,3,1,2
TimestampAttribute:TimestampAttribute,2,1,0
TimestampAttribute:TimestampAttribute,3,1,1
VersionAttribute:VersionAttribute,2,1,0
VersionAttribute:VersionAttribute,3,1,1
ActiveRecordBase:EnsureInitialized,16,3,1
ActiveRecordBase:Register,3,1,2
ActiveRecordBase:GetModel,3,1,1
ActiveRecordBase:Create,3,1,1
ActiveRecordBase:CreateAndFlush,3,1,1
ActiveRecordBase:InternalCreate,27,3,2
ActiveRecordBase:Delete,3,1,1
ActiveRecordBase:DeleteAndFlush,3,1,1
ActiveRecordBase:InternalDelete,27,3,2
ActiveRecordBase:Replicate,29,2,2
ActiveRecordBase:Refresh,26,2,1
ActiveRecordBase:DeleteAll,27,1,1
ActiveRecordBase:DeleteAll,25,1,2
ActiveRecordBase:DeleteAll,25,5,2
ActiveRecordBase:Update,3,1,1
ActiveRecordBase:UpdateAndFlush,3,1,1
ActiveRecordBase:InternalUpdate,27,3,2
ActiveRecordBase:Save,3,1,1
ActiveRecordBase:SaveAndFlush,3,1,1
ActiveRecordBase:SaveCopy,3,1,1
ActiveRecordBase:SaveCopyAndFlush,3,1,1
ActiveRecordBase:InternalSave,35,3,2
ActiveRecordBase:InternalSaveCopy,36,3,2
ActiveRecordBase:Execute,24,3,3
ActiveRecordBase:EnumerateQuery,18,1,1
ActiveRecordBase:ExecuteQuery,18,1,1
ActiveRecordBase:Count,4,1,1
ActiveRecordBase:Count,4,1,3
ActiveRecordBase:Count,4,1,2
ActiveRecordBase:Count,4,1,2
ActiveRecordBase:Exists,3,1,1
ActiveRecordBase:Exists,3,1,3
ActiveRecordBase:Exists,17,1,2
ActiveRecordBase:Exists,3,1,2
ActiveRecordBase:Exists,3,1,2
ActiveRecordBase:Exists,4,1,2
ActiveRecordBase:FindAll,25,1,3
ActiveRecordBase:FindAll,7,1,1
ActiveRecordBase:FindAll,28,2,3
ActiveRecordBase:AddOrdersToCriteria,9,3,2
ActiveRecordBase:FindAll,3,1,2
ActiveRecordBase:FindAll,23,1,2
ActiveRecordBase:FindAllByProperty,4,1,3
ActiveRecordBase:FindAllByProperty,4,1,4
ActiveRecordBase:FindByPrimaryKey,3,1,2
ActiveRecordBase:FindByPrimaryKey,50,3,3
ActiveRecordBase:FindFirst,4,1,3
ActiveRecordBase:FindFirst,4,1,3
ActiveRecordBase:FindFirst,3,1,2
ActiveRecordBase:FindFirst,8,2,2
ActiveRecordBase:FindOne,9,2,2
ActiveRecordBase:FindOne,9,2,2
ActiveRecordBase:FindOne,14,3,2
ActiveRecordBase:SlicedFindAll,36,4,5
ActiveRecordBase:SlicedFindAll,26,1,5
ActiveRecordBase:SlicedFindAll,3,1,4
ActiveRecordBase:SlicedFindAll,3,1,4
ActiveRecordBase:SlicedFindAll,25,1,4
ActiveRecordBase:Execute,3,1,1
ActiveRecordBase:Save,3,1,0
ActiveRecordBase:SaveAndFlush,3,1,0
ActiveRecordBase:SaveCopy,3,1,0
ActiveRecordBase:SaveCopyAndFlush,3,1,0
ActiveRecordBase:Create,3,1,0
ActiveRecordBase:CreateAndFlush,3,1,0
ActiveRecordBase:Update,3,1,0
ActiveRecordBase:UpdateAndFlush,3,1,0
ActiveRecordBase:Delete,3,1,0
ActiveRecordBase:DeleteAndFlush,3,1,0
ActiveRecordBase:Refresh,3,1,0
ActiveRecordBase:ToString,10,2,0
ActiveRecordBase:PropertyNamesToOrderArray,8,2,2
ActiveRecordBase:Asc,3,1,1
ActiveRecordBase:Desc,3,1,1
ActiveRecordMediator:Execute,3,1,3
ActiveRecordMediator:FindByPrimaryKey,3,1,3
ActiveRecordMediator:FindByPrimaryKey,3,1,2
ActiveRecordMediator:FindFirst,3,1,3
ActiveRecordMediator:FindFirst,3,1,2
ActiveRecordMediator:FindFirst,3,1,3
ActiveRecordMediator:FindFirst,3,1,2
ActiveRecordMediator:FindFirst,3,1,2
ActiveRecordMediator:FindOne,3,1,2
ActiveRecordMediator:FindOne,3,1,2
ActiveRecordMediator:FindOne,3,1,2
ActiveRecordMediator:SlicedFindAll,4,1,5
ActiveRecordMediator:SlicedFindAll,3,1,4
ActiveRecordMediator:SlicedFindAll,3,1,5
ActiveRecordMediator:SlicedFindAll,3,1,4
ActiveRecordMediator:SlicedFindAll,3,1,4
ActiveRecordMediator:FindAll,3,1,1
ActiveRecordMediator:FindAll,3,1,3
ActiveRecordMediator:FindAll,3,1,2
