Method,LOC,CC,PC
BCDConverter:DECToBCD,3,1,1
BCDConverter:BCDToDEC,3,1,1
BCDConverter:ConvertToObject,9,1,1
BCDConverter:ConvertToBytes,11,1,1
BoolBitConverter:ConvertToBytes,9,2,1
BoolBitConverter:ConvertToObject,7,1,1
CardSNConverter:ConvertToObject,8,2,1
CardSNConverter:ConvertToBytes,3,1,1
XD100TemperatureControlModeConverter:ConvertToBytes,9,1,1
XD100TemperatureControlModeConverter:ConvertToObject,10,1,1
XD100OTControlLineConverter:ConvertToBytes,13,2,1
XD100OTControlLineConverter:ConvertToObject,10,2,1
XD100TimeControlLineConverter:ConvertToBytes,13,2,1
XD100TimeControlLineConverter:ConvertToObject,7,2,1
ByteRealValueConverter:ByteValueToRealValue,6,1,1
ByteRealValueConverter:RealValueToByteValue,14,1,1
FloatConverter:ConvertToObject,4,1,1
FloatConverter:ConvertToBytes,6,1,1
GRAlarmDataConverter:GetAlarmName,8,3,2
GRAlarmDataConverter:Parse,24,7,1
GRAlarmDataConverter:IsSet,6,1,2
GRAlarmDataConverter:ConvertToObject,3,1,1
GRAlarmDataConverter:ConvertToBytes,3,1,1
GRDevicePumpStateConverter:GetPumpStateEnum,8,1,2
GRDevicePumpStateConverter:ConvertToObject,15,1,1
GRDevicePumpStateConverter:GetIndex,18,3,1
GRDevicePumpStateConverter:GetValue,3,1,1
GRDevicePumpStateConverter:ConvertToBytes,11,2,1
Int16Converter:ConvertToBytes,6,1,1
Int16Converter:ConvertToObject,5,1,1
Int32Converter:ConvertToBytes,6,1,1
Int32Converter:ConvertToObject,5,1,1
Int32FloatConverter:Int32FloatConverter,2,1,0
Int32FloatConverter:Int32FloatConverter,3,1,1
Int32FloatConverter:ConvertToBytes,9,1,1
Int32FloatConverter:ConvertToObject,6,1,1
Int8Converter:ConvertToObject,3,1,1
Int8Converter:ConvertToBytes,6,1,1
OriginalConverter:ConvertToBytes,3,1,1
OriginalConverter:ConvertToObject,3,1,1
Int16FloatConverter:Int16FloatConverter,2,1,0
Int16FloatConverter:Int16FloatConverter,3,1,1
Int16FloatConverter:ConvertToBytes,8,1,1
Int16FloatConverter:ConvertToObject,6,1,1
UInt16Converter:ConvertToBytes,6,1,1
UInt16Converter:ConvertToObject,5,1,1
UInt32Converter:ConvertToBytes,6,1,1
UInt32Converter:ConvertToObject,5,1,1
UInt32ModbusConverter:ConvertToBytes,12,1,1
UInt32ModbusConverter:ConvertToObject,11,1,1
XGDateConverter:ConvertToBytes,13,1,1
XGDateConverter:ConvertToObject,10,2,1
XGDateTimeConverter:ConvertToObject,19,3,1
XGDateTimeConverter:ConvertToBytes,13,1,1
XGTimeConverter:ConvertToBytes,11,1,1
XGTimeConverter:ConvertToObject,8,2,1
