Implementation smell,Namespace,Class,File,Method,Description
Missing Default,OpenIdRelyingPartyMvc.Controllers,UserController,D:\research\architectureSmells\repos\DotNetOpenAuth_DotNetOpenAuth.Samples\src\OpenID\OpenIdRelyingPartyMvc\Controllers\UserController.cs,Authenticate,The following switch statement is missing a default case: switch (response.Status) {  					case AuthenticationStatus.Authenticated:  						Session["FriendlyIdentifier"] = response.FriendlyIdentifierForDisplay;  						FormsAuthentication.SetAuthCookie(response.ClaimedIdentifier' false);  						if (!string.IsNullOrEmpty(returnUrl)) {  							return Redirect(returnUrl);  						} else {  							return RedirectToAction("Index"' "Home");  						}  					case AuthenticationStatus.Canceled:  						ViewData["Message"] = "Canceled at provider";  						return View("Login");  					case AuthenticationStatus.Failed:  						ViewData["Message"] = response.Exception.Message;  						return View("Login");  				}
