Architecture smell,Project,Namespace,Cause
Unstable Dependency,NLog.Targets.Syslog,NLog.Targets.Syslog,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): NLog.Targets.Syslog.Policies' NLog.Targets.Syslog.MessageSend' NLog.Targets.Syslog.MessageCreation
God Component,NLog.Targets.Syslog,NLog.Targets.Syslog.Policies,The tool detected the smell in this component because the component contains high number of LOC (Lines Of Code). The total LOC of the component: 48985
Feature Concentration,NLog.Targets.Syslog,NLog.Targets.Syslog.Extensions,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AssemblyExtensions]' [AsyncLogEventInfoExtensions]' [NumberExtensions]' [StackTraceExtensions]' [TaskExtensions]' [ByteManipulationExtensions]' [EnumerableExtensions]. LCC (Lack of Component Cohesion) = 1
Feature Concentration,NLog.Targets.Syslog,NLog.Targets.Syslog.Policies,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Throttling]' [AppNamePolicySet' PolicySet' ProcIdPolicySet' SdIdPolicySet' TagPolicySet' FqdnHostnamePolicySet' MsgIdPolicySet' ParamValuePolicySet' PlainContentPolicySet' PlainHostnamePolicySet]' [DefaultIfEmptyPolicy' IBasicPolicy' ReplaceKnownValuePolicy' SplitOnNewLinePolicy' TransliteratePolicy' TruncateToKnownValuePolicy]' [AsciiMessagePolicy' TruncateToComputedValuePolicy' Utf8MessagePolicy]' [ParamNamePolicySet' ReplaceComputedValuePolicy]' [InternalLogDuplicatesPolicy]' [Unidecoder]. LCC (Lack of Component Cohesion) = 0.29
Scattered Functionality,NLog.Targets.Syslog,NLog.Targets.Syslog.MessageCreation,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: NLog.Targets.Syslog' NLog.Targets.Syslog.Policies
