Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
OvfCompressor,3,12,1,0,8,243,38,0,0,1,6,1
OVF,12,38,0,0,15,1838,376,0,0,0.94,37,4
DiskInfo,6,0,6,0,0,80,0,0,0,0,0,1
DeviceType,0,0,0,0,0,14,0,0,0,0,0,1
OvfEventType,0,0,0,0,0,22,0,0,0,0,0,1
OvfEventArgs,5,2,5,0,2,77,2,0,0,0.3,1,0
Messages,2,1,82,0,0,685,1,0,0,0,0,6
FileDigest,4,4,6,0,4,98,9,0,0,0.88,1,3
FolderPackage,1,5,1,0,3,52,13,0,1,0.2,1,1
TarFileStream,3,7,1,0,6,79,12,0,0,1,3,1
TarPackage,2,8,1,0,3,134,34,0,1,0.69,3,1
Package,4,9,10,0,6,127,16,2,0,0.93,4,1
Ms_Vmc_Type,9,0,0,9,0,22,0,0,0,0,8,1
Ms_Alerts_Type,1,0,0,1,0,5,0,0,0,0,1,1
Ms_Hardware_Type,6,0,0,6,0,15,0,0,0,0,6,1
Ms_ValueType_Type,2,0,0,2,0,7,0,0,0,0,0,38
Ms_PathReference_Type,2,0,0,2,0,7,0,0,0,0,1,3
Ms_BuildName_Type,2,0,0,2,0,7,0,0,0,0,1,1
Ms_Enable_Type,1,0,0,1,0,5,0,0,0,0,1,4
Ms_Ui_Options_Type,7,0,0,7,0,17,0,0,0,0,1,1
Ms_Virtual_Machines_Type,3,0,0,3,0,9,0,0,0,0,2,1
Ms_Hw_Assist_Type,1,0,0,1,0,5,0,0,0,0,1,1
Ms_Notice_Type,1,0,0,1,0,5,0,0,0,0,1,1
Ms_Memory_Type,1,0,0,1,0,5,0,0,0,0,1,1
Ms_Pci_Bus_Type,3,0,0,3,0,9,0,0,0,0,3,1
Ms_Ethernet_Adapter_Type,2,0,0,2,0,7,0,0,0,0,2,1
Ms_Ethernet_Controller_Type,3,0,0,3,0,9,0,0,0,0,2,2
Ms_Virtual_Network_Type,2,0,0,2,0,7,0,0,0,0,1,1
Ms_Video_Adapter_Type,1,0,0,1,0,5,0,0,0,0,1,1
Ms_Ide_Adapter_Type,1,0,0,1,0,5,0,0,0,0,1,1
Ms_Ide_Controller_Type,2,0,0,2,0,7,0,0,0,0,1,2
Ms_Location_Type,4,0,0,4,0,11,0,0,0,0,2,2
Ms_Standard_Type,2,0,0,2,0,7,0,0,0,0,1,1
Ms_Super_Io_Type,3,0,0,3,0,9,0,0,0,0,3,1
Ms_Floppy_Type,3,0,0,3,0,9,0,0,0,0,2,1
Ms_Parallel_Port_Type,2,0,0,2,0,7,0,0,0,0,1,1
Ms_Serial_Port_Type,1,0,0,1,0,5,0,0,0,0,1,1
Ms_Bios_Type,6,0,0,6,0,15,0,0,0,0,3,1
Ms_Base_Board_Type,1,0,0,1,0,5,0,0,0,0,1,1
Ms_Chassis_Type,2,0,0,2,0,7,0,0,0,0,1,1
Ms_Integration_Type,1,0,0,1,0,5,0,0,0,0,1,2
Ms_Microsoft_Type,6,0,0,6,0,15,0,0,0,0,6,1
Ms_Folder_Sharing_Type,2,0,0,2,0,7,0,0,0,0,1,1
Ms_Heartbeat_Type,4,0,0,4,0,11,0,0,0,0,1,1
Ms_Host_Time_Sync_Type,3,0,0,3,0,9,0,0,0,0,1,1
Ms_Mouse_Type,1,0,0,1,0,5,0,0,0,0,1,1
Ms_Integration_Version_Type,2,0,0,2,0,7,0,0,0,0,2,1
Ms_Guest_Os_Type,5,0,0,5,0,13,0,0,0,0,1,1
Ms_Video_Type,11,0,0,11,0,25,0,0,0,0,4,2
Ms_Mode_Type,1,0,0,1,0,5,0,0,0,0,1,1
Ms_Full_Screen_Type,1,0,0,1,0,5,0,0,0,0,1,1
Ms_Resolutions_Type,1,0,0,1,0,5,0,0,0,0,1,1
Ms_User_Selected_Type,3,0,0,3,0,9,0,0,0,0,1,1
Ms_Properties_Type,2,0,0,2,0,7,0,0,0,0,1,1
Ms_Settings_Type,11,0,0,11,0,25,0,0,0,0,9,1
Ms_Host_Type,1,0,0,1,0,5,0,0,0,0,1,1
Ms_Resource_Control_Type,1,0,0,1,0,5,0,0,0,0,1,1
Ms_Cpu_Type,1,0,0,1,0,5,0,0,0,0,1,1
Ms_Disks_Type,1,0,0,1,0,5,0,0,0,0,1,1
Ms_Configuration_Type,1,0,0,1,0,5,0,0,0,0,1,1
Ms_Saved_State_Type,1,0,0,1,0,5,0,0,0,0,1,1
Ms_Shutdown_Type,6,0,0,6,0,15,0,0,0,0,4,1
Ms_Quit_Type,2,0,0,2,0,7,0,0,0,0,1,1
Ms_Last_Shutdown_Type,2,0,0,2,0,7,0,0,0,0,1,1
Ms_Sound_Type,1,0,0,1,0,5,0,0,0,0,1,1
Ms_Sound_Adapter_Type,1,0,0,1,0,5,0,0,0,0,1,1
Ms_Type_Type,1,0,0,1,0,5,0,0,0,0,1,1
Ms_Startup_Type,1,0,0,1,0,5,0,0,0,0,1,1
Ms_Undo_Drives_Type,5,0,0,5,0,13,0,0,0,0,2,1
Ms_Declarations_Type,1,0,0,1,0,8,0,0,0,0,1,1
Ms_DeclGroup_Type,1,0,0,1,0,6,0,0,0,0,1,1
Ms_ParameterValue_Type,1,5,0,1,5,35,5,0,1,1,1,3
Ms_ParameterValueArray_Type,1,4,0,1,3,27,5,0,1,1,1,2
Ms_ParameterValueArrayClass_Type,1,0,0,1,0,5,0,0,0,0,0,1
Ms_Property_Base_Type,5,0,0,5,0,13,0,2,0,0,1,1
Ms_QualifierInfo_Type,6,2,0,6,2,26,2,0,0,0.58,0,4
Ms_WrapperInstance_Type,1,0,0,1,0,6,0,0,0,0,1,2
Ms_Instance_Type,3,0,0,3,0,13,0,0,0,0,2,1
Ms_Instance2_Type,4,0,0,4,0,12,0,0,0,0,3,0
Wim_Manifest,4,0,4,0,0,44,0,0,0,0,1,1
Wim_Image,11,0,11,0,0,113,0,0,0,0,3,1
Wim_Windows_Info,12,0,12,0,0,123,0,0,0,0,2,1
Wim_Windows_Languages,2,0,2,0,0,23,0,0,0,0,0,1
