Method,LOC,CC,PC
EasyClient:Initialize,4,1,2
EasyClient:HandlePackage,6,1,1
EasyClient:EasyClient,2,1,0
EasyClient:Initialize,3,1,1
EasyClient:HandlePackage,6,1,1
EasyClientBase:EasyClientBase,2,1,0
EasyClientBase:ConnectAsync,6,2,1
EasyClientBase:GetUnderlyingSession,28,3,0
EasyClientBase:InitConnect,24,3,1
EasyClientBase:Send,3,1,1
EasyClientBase:Send,6,2,1
EasyClientBase:Send,6,2,1
EasyClientBase:Close,10,2,0
EasyClientBase:OnSessionDataReceived,21,7,2
EasyClientBase:OnSessionError,6,2,2
EasyClientBase:FinishConnectTask,10,2,1
EasyClientBase:OnError,3,1,1
EasyClientBase:OnError,5,2,1
EasyClientBase:OnSessionClosed,15,4,2
EasyClientBase:OnSessionConnected,15,2,2
EasyClientBase:HandlePackage,1,1,1
PackageEventArgs:PackageEventArgs,3,1,1
ASCIIEncoding:ASCIIEncoding,3,1,0
ASCIIEncoding:GetHashCode,3,1,0
ASCIIEncoding:ASCIIEncoding,3,1,0
ASCIIEncoding:GetBytes,3,1,5
ASCIIEncoding:GetBytesWithFallBack,9,2,5
ASCIIEncoding:GetBytesWithoutFallback,15,3,5
ASCIIEncoding:GetChars,3,1,5
ASCIIEncoding:GetCharsWithFallback,9,2,5
ASCIIEncoding:GetCharsWithoutFallback,13,3,5
ASCIIEncoding:GetByteCount,3,1,3
ASCIIEncoding:GetCharCount,3,1,3
ASCIIEncoding:GetMaxByteCount,3,1,1
ASCIIEncoding:GetMaxCharCount,3,1,1
ConcurrentBatchQueue:ConcurrentBatchQueue,2,1,0
ConcurrentBatchQueue:ConcurrentBatchQueue,2,1,1
ConcurrentBatchQueue:ConcurrentBatchQueue,2,1,2
ConcurrentBatchQueue:ConcurrentBatchQueue,2,1,1
ConcurrentBatchQueue:ConcurrentBatchQueue,8,1,2
ConcurrentBatchQueue:Enqueue,8,3,1
ConcurrentBatchQueue:TryEnqueue,18,2,2
ConcurrentBatchQueue:Enqueue,8,3,1
ConcurrentBatchQueue:TryEnqueue,21,3,2
ConcurrentBatchQueue:EnsureNotRebuild,9,3,0
ConcurrentBatchQueue:TryDequeue,28,4,1
ConnectAsyncExtension:SocketAsyncEventCompleted,6,1,2
ConnectAsyncExtension:CreateSocketAsyncEventArgs,10,1,3
ConnectAsyncExtension:ConnectAsync,4,1,3
Extensions:IndexOf,7,2,4
Extensions:SearchMark,3,1,2
Extensions:SearchMark,3,1,4
Extensions:SearchMark,44,8,5
Extensions:SearchMark,13,3,4
Extensions:StartsWith,3,1,2
Extensions:StartsWith,12,2,4
Extensions:EndsWith,3,1,2
Extensions:EndsWith,9,2,4
Extensions:CloneRange,5,1,3
Extensions:RandomOrder,14,3,1
Extensions:GetValue,3,1,2
Extensions:GetValue,10,2,3
IBatchQueue:Enqueue,1,1,1
IBatchQueue:Enqueue,1,1,1
IBatchQueue:TryDequeue,1,1,1
IProxyConnector:Connect,1,1,1
ProxyEventArgs:ProxyEventArgs,2,1,1
ProxyEventArgs:ProxyEventArgs,2,1,1
ProxyEventArgs:ProxyEventArgs,5,1,3
SearchMarkState:SearchMarkState,3,1,1
AsyncTcpSession:AsyncTcpSession,2,1,0
AsyncTcpSession:SocketEventArgsCompleted,7,2,2
AsyncTcpSession:SetBuffer,6,2,1
AsyncTcpSession:OnGetSocket,13,3,1
AsyncTcpSession:BeginReceive,4,2,0
AsyncTcpSession:ProcessReceive,16,6,1
AsyncTcpSession:StartReceive,29,4,0
AsyncTcpSession:SendInternal,40,9,1
AsyncTcpSession:Sending_Completed,10,4,2
AsyncTcpSession:OnClosed,11,3,0
ClientSession:ClientSession,2,1,0
ClientSession:Connect,1,1,1
ClientSession:TrySend,1,1,1
ClientSession:TrySend,1,1,1
ClientSession:Send,3,1,3
ClientSession:Send,9,2,1
ClientSession:Send,9,2,1
ClientSession:Close,1,1,0
ClientSession:OnClosed,6,2,0
ClientSession:OnError,6,1,1
ClientSession:OnConnected,15,4,0
ClientSession:OnDataReceived,9,1,3
ClientSession:SetBuffer,3,1,1
ClientSession:SetBuffer,3,1,1
ErrorEventArgs:ErrorEventArgs,3,1,1
IBufferSetter:SetBuffer,1,1,1
IClientSession:Connect,1,1,1
IClientSession:Send,1,1,1
IClientSession:Send,1,1,1
IClientSession:Send,1,1,3
IClientSession:TrySend,1,1,1
IClientSession:TrySend,1,1,1
IClientSession:Close,1,1,0
SslStreamTcpSession:SslStreamTcpSession,2,1,0
SslStreamTcpSession:SocketEventArgsCompleted,3,1,2
SslStreamTcpSession:OnGetSocket,29,2,1
SslStreamTcpSession:OnSslStreamConnected,12,3,1
SslStreamTcpSession:OnAuthenticated,16,3,1
SslStreamTcpSession:OnDataRead,25,5,1
SslStreamTcpSession:BeginRead,7,1,0
SslStreamTcpSession:StartRead,17,2,0
SslStreamTcpSession:IsIgnorableException,14,3,1
SslStreamTcpSession:SendInternal,16,2,1
SslStreamTcpSession:OnWriteComplete,35,5,1
SslStreamTcpSession:Close,11,2,0
TcpClientSession:TcpClientSession,2,1,0
TcpClientSession:IsIgnorableException,7,1,1
TcpClientSession:IsIgnorableSocketError,9,1,1
TcpClientSession:SocketEventArgsCompleted,1,1,2
TcpClientSession:Connect,24,5,1
TcpClientSession:Proxy_Completed,9,2,2
TcpClientSession:ProcessConnect,73,9,4
TcpClientSession:GetHostOfEndPoint,10,2,1
TcpClientSession:OnGetSocket,1,1,1
TcpClientSession:EnsureSocketClosed,3,1,0
TcpClientSession:EnsureSocketClosed,28,3,1
TcpClientSession:DetectConnected,6,1,0
TcpClientSession:GetSendingQueue,11,1,0
TcpClientSession:GetSendingItems,5,2,0
TcpClientSession:TrySend,14,3,1
TcpClientSession:TrySend,20,5,1
TcpClientSession:DequeueSend,8,2,0
TcpClientSession:SendInternal,1,1,1
TcpClientSession:OnSendingCompleted,10,2,0
TcpClientSession:Close,4,2,0
DelegateCommand:DelegateCommand,4,1,2
DelegateCommand:ExecuteCommand,3,1,2
ICommand:ExecuteCommand,1,1,2
NameValueCollection:NameValueCollection,2,1,0
NameValueCollection:NameValueCollection,2,1,1
NameValueCollection:Add,10,3,2
ConcurrentQueue:ConcurrentQueue,3,1,0
ConcurrentQueue:ConcurrentQueue,3,1,1
ConcurrentQueue:ConcurrentQueue,3,1,1
ConcurrentQueue:Enqueue,5,1,1
