Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
DefaultHubConnectorHost,2,8,6,0,4,104,12,1,1,0.81,1,0
DefaultHubHost,1,8,5,0,4,95,12,1,1,0,1,0
DynamicHubConnectorHost,0,2,1,0,1,27,2,0,2,0,1,2
DynamicHubHost,0,2,1,0,1,27,2,0,2,0,1,1
HubConnectionConfigurator,2,13,5,0,6,223,26,0,1,0.85,9,2
HubConnectionSingleton,3,8,0,0,7,40,8,0,0,0.12,1,1
IAppDomainHost,0,3,1,0,0,10,3,2,0,0,0,2
IHubConnectorContext,0,3,1,0,0,10,3,2,0,0,0,0
PluginLoader,7,8,5,0,6,157,17,0,1,0.72,5,1
UserPluginServiceLoader,1,5,1,0,4,44,6,0,1,0.8,2,1
UserPluginService,8,12,3,0,7,152,29,2,1,0,2,1
Settings,1,1,1,1,1,19,1,0,0,0,1,5
SignalRSelfHost,1,4,2,0,2,110,5,0,0,0,2,1
Synchronizer,2,7,4,0,7,174,7,0,0,0.5,0,1
