Implementation smell,Namespace,Class,File,Method,Description
Missing Default,weldR.System.Notifier,Notifier,C:\repos\hanishi_weldr2\src\weldR.System.Notifier\Notifier.cs,Control,The following switch statement is missing a default case: switch ((string)dsc.Reason) {  case "SessionLogon":  	Logger.DebugFormat (dsc.Reason);  	break;  case "SessionLogoff":  	Logger.DebugFormat (dsc.Reason);  	break;  case "SessionLock":  	lock (_lock) {  		Action = msg =>  {  			Logger.Info ("@Session0Queue");  			Session0Queue.Add (msg);  		};  	}  	break;  case "SessionUnlock":  	lock (_lock) {  		Action = msg =>  {  			Logger.Info ("@DesktopQueue");  			DesktopQueue.Add (msg);  		};  	}  	break;  }  
