Architecture smell,Project,Namespace,Cause
Feature Concentration,ThemeVS2012,WeifenLuo.WinFormsUI.ThemeVS2012,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ImageService' Resources]' [VS2012DockIndicatorFactory]' [VS2012DockPaneCaptionInertButton]' [VS2012PaletteFactory]' [VS2012ThemeBase' PaintingService]' [VS2012WindowSplitterControl' VS2012WindowSplitterControlFactory]' [VS2012AutoHideStripFactory]' [VS2012AutoHideWindowFactory' VS2012AutoHideWindowControl]' [VS2012DockOutlineFactory]' [Strings]' [VS2012DockPaneCaptionFactory]' [VS2012DockPaneSplitterControlFactory]' [VS2012DockPaneStripFactory]' [VS2012DockWindowFactory]' [VS2012PaneIndicatorFactory]' [VS2012PanelIndicatorFactory]. LCC (Lack of Component Cohesion) = 0.8
Feature Concentration,ThemeVS2012,WeifenLuo.WinFormsUI.Docking,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [VS2012DarkTheme]' [VS2012AutoHideStrip]' [VS2012DockPaneCaption]' [VS2012BlueTheme]' [VS2012DockPaneStrip]' [VS2012DockWindow]' [VS2012SplitterControl]' [VS2012LightTheme]. LCC (Lack of Component Cohesion) = 1
