Namespace,Type,Method,LOC,CC,PC
FriendApi.Controllers,FriendsController,FriendsController,3,1,3
FriendApi.Controllers,FriendsController,Create,4,1,2
FriendApi.Controllers,FriendsController,Read,4,1,1
FriendApi.Controllers,FriendsController,Read,3,1,2
FriendApi.Controllers,FriendsController,Get,5,1,1
FriendApi.Controllers,FriendsController,Update,6,1,3
FriendApi.Controllers,FriendsController,Delete,3,1,2
FriendApi.Infrastructure,FriendDocumentWriter,FriendDocumentWriter,3,1,1
FriendApi.Infrastructure,FriendDocumentWriter,Write,26,2,1
FriendApi.Infrastructure,FriendDocumentReader,Read,9,1,1
FriendApi.Models,TemplateExtensions,ToFriend,9,1,2
FriendApi.Models,FakeFriendRepository,FakeFriendRepository,5,1,0
FriendApi.Models,FakeFriendRepository,FakeFriendRepository,2,1,0
FriendApi.Models,FakeFriendRepository,GetAll,3,1,0
FriendApi.Models,FakeFriendRepository,Get,3,1,1
FriendApi.Models,FakeFriendRepository,Add,5,1,1
FriendApi.Models,FakeFriendRepository,Remove,4,1,1
FriendApi.Models,FakeFriendRepository,Update,7,1,1
FriendApi.Models,IFriendRepository,GetAll,0,1,0
FriendApi.Models,IFriendRepository,Get,0,1,1
FriendApi.Models,IFriendRepository,Add,0,1,1
FriendApi.Models,IFriendRepository,Update,0,1,1
FriendApi.Models,IFriendRepository,Remove,0,1,1
FriendApi,Program,Main,11,1,1
FriendApi,ServiceConfiguration,Configure,15,1,1
