Project,Namespace,Ca types,Ce types
MigSharp.NUnit,MigSharp.NUnit.Core,,MigSharp.Core.CommandsToSqlTranslator' MigSharp.Core.Entities.Database
MigSharp.NUnit,MigSharp.NUnit,,MigSharp.DbSchema' MigSharp.Platform' MigSharp.Driver' MigSharp.Process.MigrationBatchPreparer' MigSharp.IMigrationBatch' MigSharp.IMigrationStepMetadata' MigSharp.IMigrationMetadata' MigSharp.MigrationExportAttribute' MigSharp.DbPlatform' MigSharp.MigrationOptions' MigSharp.SuppressCondition' MigSharp.DefaultMigrationTimestampProvider' MigSharp.Migrator' MigSharp.SupportedPlatforms' MigSharp.IMigrationContext' MigSharp.IDatabase' MigSharp.ICreatedTableWithAddedColumn' MigSharp.ICreatedTable' MigSharp.IExistingTable' MigSharp.IExistingTableWithAddedColumn' MigSharp.IExistingTableBase' MigSharp.IExistingColumn' MigSharp.IAddedForeignKey' MigSharp.IUniqueConstraint' MigSharp.IAddedUniqueConstraint' MigSharp.IExistingPrimaryKey' MigSharp.IAddedPrimaryKey' MigSharp.IForeignKey' MigSharp.IIndex' MigSharp.IAddedIndex' MigSharp.IAlteredColumn
MigSharp.NUnit,MigSharp.NUnit.Integration,MigSharp.Oracle.NUnit.OracleOdbcIntegrationTests' MigSharp.SqlServer.NUnit.SqlServer2012IntegrationTests' MigSharp.SqlServer.NUnit.SqlServerIntegrationTests' MigSharp.Teradata.NUnit.TeradataOdbcIntegrationTests,MigSharp.IDatabase' MigSharp.ICreatedTableWithAddedColumn' MigSharp.ICreatedTable' MigSharp.IMigrationStepMetadata' MigSharp.IRuntimeContext' MigSharp.IMigrationMetadata' MigSharp.MigrationDirection' MigSharp.IExistingSchema' MigSharp.IAddedForeignKey' MigSharp.IExistingTable' MigSharp.Platform' MigSharp.IProviderMetadata' MigSharp.IMigrationContext' MigSharp.DbPlatform' MigSharp.IDbCommandExecutor' MigSharp.IExistingColumn' MigSharp.IExistingTableWithAddedColumn' MigSharp.Core.TableName' MigSharp.MigrationOptions' MigSharp.Providers.ProviderInfo' MigSharp.Providers.SupportsAttribute' MigSharp.Core.Log' MigSharp.Core.LogCategory' MigSharp.IMigrationTimestampProvider' MigSharp.IMigration' MigSharp.Options' MigSharp.Migrator' MigSharp.IMigrationBatch' MigSharp.MigrationExportAttribute' MigSharp.Process.BootstrapMigration' MigSharp.NUnit.Migrate.MigrateProcess' MigSharp.Process.ConnectionInfo' MigSharp.Process.IDbConnectionFactory' MigSharp.IRuntimeConfiguration' MigSharp.Process.IBootstrapper' MigSharp.DbSchema' MigSharp.Providers.IProviderRegistry' MigSharp.Providers.ProviderLocator' MigSharp.SupportedPlatforms' MigSharp.IForeignKey' MigSharp.IExistingPrimaryKey' MigSharp.IAddedPrimaryKey' MigSharp.IAlteredColumn' MigSharp.IAddedIndex' MigSharp.IIndex' MigSharp.IUniqueConstraint' MigSharp.IAddedUniqueConstraint
MigSharp.NUnit,MigSharp.NUnit.Migrate,MigSharp.NUnit.Integration.IntegrationTestsBase,MigSharp.DbPlatform' MigSharp.MigrationOptions' MigSharp.Migrate.CommandLineOptions' MigSharp.Driver' MigSharp.Process.ScriptingMode' MigSharp.Process.ScriptingOptions' MigSharp.Platform' MigSharp.Migrate.InvalidCommandLineArgumentException' MigSharp.Migrate.Program' MigSharp.Migrate.Util.CommandLineParser
MigSharp.NUnit,MigSharp.NUnit.Process,,MigSharp.Process.IMigrationStep' MigSharp.Process.MigrationBatch' MigSharp.MigrationEventArgs' MigSharp.IMigrationStepMetadata' MigSharp.IMigrationMetadata' MigSharp.Process.ImportedMigration' MigSharp.Process.MigrationSelector' MigSharp.Process.ApplicableMigration' MigSharp.MigrationDirection' MigSharp.Providers.ProviderLocator' MigSharp.Process.ValidatorFactory' MigSharp.Process.Validator' MigSharp.SupportedPlatforms' MigSharp.DbAltererOptions' MigSharp.DbPlatform' MigSharp.Process.IRecordedMigration' MigSharp.Process.MigrationReport' MigSharp.MigrationOptions' MigSharp.SuppressCondition' MigSharp.Providers.UnsupportedMethod' MigSharp.IProviderMetadata' MigSharp.Providers.IProvider' MigSharp.Providers.IProviderRegistry' MigSharp.Process.IMigrationReporter' MigSharp.Process.IMigrationReport' MigSharp.Core.TableName' MigSharp.Providers.Column' MigSharp.Process.PersistedVersioning' MigSharp.Process.History' MigSharp.IDatabase' MigSharp.IMigrationContext' MigSharp.IExistingTable' MigSharp.ICreatedTableWithAddedColumn' MigSharp.ICreatedTable' MigSharp.IExistingTableWithAddedColumn
MigSharp.NUnit,MigSharp.NUnit.Providers,,MigSharp.Providers.DataType' MigSharp.Providers.ObjectNameHelper' MigSharp.Providers.ProviderLocator' MigSharp.DbPlatform' MigSharp.Providers.ProviderInfo' MigSharp.Providers.IProvider' MigSharp.Platform' MigSharp.Providers.RecordingProvider' MigSharp.Providers.SqlScriptingHelper
