Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,Rest4Net.ePochta,ePochtaProvider,C:\repos\acropolium_Rest4Net\src\Rest4Net.ePochta\ePochtaProvider.cs,SendSmsBatch,The method has 5 parameters.
Long Statement,Rest4Net.ePochta,ePochtaProvider,C:\repos\acropolium_Rest4Net\src\Rest4Net.ePochta\ePochtaProvider.cs,EditPhone,The length of the statement  "	return Run ("editPhone").WithParameter ("idPhone"' id).WithParameter ("phone"' newPhone).WithParameterIfNotNull ("variables"' Phone.GetVariables (newVariables)).Execute ().To<SuccessResultImpl> (CheckForError).result.successful; " is 228.
Long Statement,Rest4Net.ePochta,ePochtaProvider,C:\repos\acropolium_Rest4Net\src\Rest4Net.ePochta\ePochtaProvider.cs,DeletePhone,The length of the statement  "	return Run ("delPhoneFromAddressBook").WithParameter ("idPhone"' id).Execute ().To<SuccessResultImpl> (CheckForError).result.successful; " is 136.
Long Statement,Rest4Net.ePochta,ePochtaProvider,C:\repos\acropolium_Rest4Net\src\Rest4Net.ePochta\ePochtaProvider.cs,DeleteAllPhonesFromAddressbook,The length of the statement  "	return Run ("delPhoneFromAddressBook").WithParameter ("idAddressBook"' addressbookId).Execute ().To<SuccessResultImpl> (CheckForError).result.successful; " is 153.
Long Statement,Rest4Net.ePochta,ePochtaProvider,C:\repos\acropolium_Rest4Net\src\Rest4Net.ePochta\ePochtaProvider.cs,DeletePhones,The length of the statement  "	return Run ("delphonefromaddressbookgroup").WithParameter ("idPhones"' String.Join ("'"' ToStringArray (ids)' 0' ids.Length)).Execute ().To<SuccessResultImpl> (CheckForError).result.successful; " is 193.
Long Statement,Rest4Net.ePochta,ePochtaProvider,C:\repos\acropolium_Rest4Net\src\Rest4Net.ePochta\ePochtaProvider.cs,GetBalance,The length of the statement  "	return Run ("getUserBalance").WithContitionParameter (currency != null' "currency"' (currency == null) ? null : currency.Value.ToString ()).Execute ().To<ResponseImpl<IBalance' BalanceImpl>> (CheckForError).result; " is 214.
Long Statement,Rest4Net.ePochta,ePochtaProvider,C:\repos\acropolium_Rest4Net\src\Rest4Net.ePochta\ePochtaProvider.cs,RequestSenderRegistration,The length of the statement  "	return Run ("registerSender").WithParameter ("name"' senderName).WithParameter ("country"' CountriesUtils.AsString (country)).Execute ().To<ResponsePureImpl<SenderRegisterImpl>> (CheckForError).result.Id; " is 204.
Long Statement,Rest4Net.ePochta,ePochtaProvider,C:\repos\acropolium_Rest4Net\src\Rest4Net.ePochta\ePochtaProvider.cs,GetSender,The length of the statement  "	return Run ("getSenderStatus").WithParameter ("idName"' id).Execute ().To<ResponseImpl<ISender' SenderImpl>> (CheckForError).result; " is 132.
Long Statement,Rest4Net.ePochta,ePochtaProvider,C:\repos\acropolium_Rest4Net\src\Rest4Net.ePochta\ePochtaProvider.cs,GetSender,The length of the statement  "	return Run ("getSenderStatus").WithParameter ("name"' name).WithParameter ("country"' CountriesUtils.AsString (country)).Execute ().To<ResponseImpl<ISender' SenderImpl>> (CheckForError).result; " is 193.
Long Statement,Rest4Net.ePochta,ePochtaProvider,C:\repos\acropolium_Rest4Net\src\Rest4Net.ePochta\ePochtaProvider.cs,ListSenders,The length of the statement  "	return Run ("getSenderStatus").WithParameter ("from"' offset).WithParameter ("offset"' count).Execute ().To<ResponseImpl<ISenders' SendersImpl>> (RemakeJsonForList).result; " is 172.
Long Statement,Rest4Net.ePochta,ePochtaProvider,C:\repos\acropolium_Rest4Net\src\Rest4Net.ePochta\ePochtaProvider.cs,SendSms,The length of the statement  "	return message.FillCommand (Run ("sendSMS").WithParameter ("phone"' phoneNumber)).Execute ().To<ResponseImpl<ISendResult' SendResultImpl>> (CheckForError).result; " is 162.
Long Statement,Rest4Net.ePochta,ePochtaProvider,C:\repos\acropolium_Rest4Net\src\Rest4Net.ePochta\ePochtaProvider.cs,SendSmsBatch,The length of the statement  "	return message.FillCommand (Run ("createCampaign").WithParameter ("list_id"' addressbookId).WithParameter ("batch"' portionSize).WithParameter ("batchinterval"' portionInterval).WithParameterIfNotNull ("control_phone"' watchdogPhoneNumber)).Execute ().To<ResponseImpl<ISendResult' SendResultImpl>> (CheckForError).result; " is 321.
Long Statement,Rest4Net.ePochta,ePochtaProvider,C:\repos\acropolium_Rest4Net\src\Rest4Net.ePochta\ePochtaProvider.cs,SendSmsBatchEstimate,The length of the statement  "	return message.FillCommand (Run ("checkCampaignPrice").WithParameter ("list_id"' addressbookId)).Execute ().To<ResponseImpl<ISendResult' SendResultImpl>> (CheckForError).result; " is 177.
Long Statement,Rest4Net.ePochta,ePochtaProvider,C:\repos\acropolium_Rest4Net\src\Rest4Net.ePochta\ePochtaProvider.cs,SendSmsBatch,The length of the statement  "	return message.FillCommand (Run ("sendsmsgroup").WithParameter ("phones"' AtomParkUtils.PhonesToJson (phone' phones))).Execute ().To<ResponseImpl<ISendResult' SendResultImpl>> (CheckForError).result; " is 199.
Long Statement,Rest4Net.ePochta,ePochtaProvider,C:\repos\acropolium_Rest4Net\src\Rest4Net.ePochta\ePochtaProvider.cs,SendSmsBatchEstimate,The length of the statement  "	return message.FillCommand (Run ("checkCampaignPriceGroup").WithParameter ("phones"' AtomParkUtils.PhonesToJson (phone' phones))).Execute ().To<ResponseImpl<ISendPrice' SendPriceImpl>> (CheckForError).result; " is 208.
Long Statement,Rest4Net.ePochta,ePochtaProvider,C:\repos\acropolium_Rest4Net\src\Rest4Net.ePochta\ePochtaProvider.cs,GetCampaign,The length of the statement  "	return Run ("getCampaignInfo").WithParameter ("id"' id).Execute ().To<ResponseImpl<ICampaignInfo' CampaignInfoImpl>> (CheckForError).result; " is 140.
Long Statement,Rest4Net.ePochta,ePochtaProvider,C:\repos\acropolium_Rest4Net\src\Rest4Net.ePochta\ePochtaProvider.cs,CancelCampaign,The length of the statement  "	return Run ("cancelCampaign").WithParameter ("id"' id).Execute ().To<SuccessResultImpl> (CheckForError).result.successful; " is 122.
Long Statement,Rest4Net.ePochta,ePochtaProvider,C:\repos\acropolium_Rest4Net\src\Rest4Net.ePochta\ePochtaProvider.cs,DeleteCampaign,The length of the statement  "	return Run ("deleteCampaign").WithParameter ("id"' id).Execute ().To<SuccessResultImpl> (CheckForError).result.successful; " is 122.
Long Statement,Rest4Net.ePochta,ePochtaProvider,C:\repos\acropolium_Rest4Net\src\Rest4Net.ePochta\ePochtaProvider.cs,GetCampaignStatistics,The length of the statement  "	return ConvertAll<SmsDeliveryInfoImpl' ISmsDeliveryInfo> (cmd.Execute ().To<ResponsePureImpl<List<SmsDeliveryInfoImpl>>> (ConvertAtomParkArrayedResult).result); " is 160.
Long Statement,Rest4Net.ePochta,ePochtaProvider,C:\repos\acropolium_Rest4Net\src\Rest4Net.ePochta\ePochtaProvider.cs,ListCampaigns,The length of the statement  "	return ConvertAll<CampaignImpl' ICampaign> (Run ("getCampaignList").Execute ().To<ResponsePureImpl<List<CampaignImpl>>> (ConvertAtomParkArrayedResult).result); " is 159.
Long Statement,Rest4Net.ePochta,ePochtaProvider,C:\repos\acropolium_Rest4Net\src\Rest4Net.ePochta\ePochtaProvider.cs,CreateException,The length of the statement  "	return Run ("addPhoneToExceptions").WithParameter ("phone"' phone).WithParameterIfNotNull ("reason"' comment).Execute ().To<ResponsePureImpl<PhoneExceptionCreateImpl>> (CheckForError).result.Id; " is 194.
Long Statement,Rest4Net.ePochta,ePochtaProvider,C:\repos\acropolium_Rest4Net\src\Rest4Net.ePochta\ePochtaProvider.cs,CreateException,The length of the statement  "	return Run ("addPhoneToExceptions").WithParameter ("idPhone"' phoneId).WithParameterIfNotNull ("reason"' comment).Execute ().To<ResponsePureImpl<PhoneExceptionCreateImpl>> (CheckForError).result.Id; " is 198.
Long Statement,Rest4Net.ePochta,ePochtaProvider,C:\repos\acropolium_Rest4Net\src\Rest4Net.ePochta\ePochtaProvider.cs,EditException,The length of the statement  "	return Run ("editExceptions").WithParameter ("idException"' id).WithParameter ("reason"' comment).Execute ().To<SuccessResultImpl> (CheckForError).result.successful; " is 165.
Long Statement,Rest4Net.ePochta,ePochtaProvider,C:\repos\acropolium_Rest4Net\src\Rest4Net.ePochta\ePochtaProvider.cs,GetException,The length of the statement  "	return Run ("getException").WithParameter ("idException"' id).Execute ().To<ResponseImpl<IPhoneException' PhoneExceptionImpl>> (RemakeJsonForList).result; " is 154.
Long Statement,Rest4Net.ePochta,ePochtaProvider,C:\repos\acropolium_Rest4Net\src\Rest4Net.ePochta\ePochtaProvider.cs,ListExceptionsByPattern,The length of the statement  "	return Run ("getException").WithParameter ("from"' offset).WithParameter ("offset"' count).WithParameterIfNotNull ("phone"' phonePattern).WithParameterIfGreaterThanZero ("idAddressbook"' addressbookId).Execute ().To<ResponseImpl<IPhoneExceptions' PhoneExceptionsImpl>> (RemakeJsonForList).result; " is 296.
Long Statement,Rest4Net.ePochta.Responses,MessageInfo,C:\repos\acropolium_Rest4Net\src\Rest4Net.ePochta\Responses\MessageInfo.cs,FillCommand,The length of the statement  "	var c = cmd.WithParameter ("sender"' Sender).WithParameter ("text"' Text).WithParameter ("sms_lifetime"' (int)Lifetime).WithParameter ("datetime"' DateUtils.ToPochtaString (SendAt' "")); " is 186.
