Implementation smell,Namespace,Class,File,Method,Description
Long Statement,MyExpenses.Android,Resource,D:\research\architectureSmells\repos\jamesmontemagno_MyExpenses\MyExpenses.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::AndroidHUD.Resource.Styleable.ProgressWheel_ahBarColor = global::MyExpenses.Android.Resource.Styleable.ProgressWheel_ahBarColor; " is 136.
Long Statement,MyExpenses.Android,Resource,D:\research\architectureSmells\repos\jamesmontemagno_MyExpenses\MyExpenses.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::AndroidHUD.Resource.Styleable.ProgressWheel_ahBarLength = global::MyExpenses.Android.Resource.Styleable.ProgressWheel_ahBarLength; " is 138.
Long Statement,MyExpenses.Android,Resource,D:\research\architectureSmells\repos\jamesmontemagno_MyExpenses\MyExpenses.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::AndroidHUD.Resource.Styleable.ProgressWheel_ahBarWidth = global::MyExpenses.Android.Resource.Styleable.ProgressWheel_ahBarWidth; " is 136.
Long Statement,MyExpenses.Android,Resource,D:\research\architectureSmells\repos\jamesmontemagno_MyExpenses\MyExpenses.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::AndroidHUD.Resource.Styleable.ProgressWheel_ahCircleColor = global::MyExpenses.Android.Resource.Styleable.ProgressWheel_ahCircleColor; " is 142.
Long Statement,MyExpenses.Android,Resource,D:\research\architectureSmells\repos\jamesmontemagno_MyExpenses\MyExpenses.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::AndroidHUD.Resource.Styleable.ProgressWheel_ahDelayMillis = global::MyExpenses.Android.Resource.Styleable.ProgressWheel_ahDelayMillis; " is 142.
Long Statement,MyExpenses.Android,Resource,D:\research\architectureSmells\repos\jamesmontemagno_MyExpenses\MyExpenses.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::AndroidHUD.Resource.Styleable.ProgressWheel_ahRadius = global::MyExpenses.Android.Resource.Styleable.ProgressWheel_ahRadius; " is 132.
Long Statement,MyExpenses.Android,Resource,D:\research\architectureSmells\repos\jamesmontemagno_MyExpenses\MyExpenses.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::AndroidHUD.Resource.Styleable.ProgressWheel_ahRimColor = global::MyExpenses.Android.Resource.Styleable.ProgressWheel_ahRimColor; " is 136.
Long Statement,MyExpenses.Android,Resource,D:\research\architectureSmells\repos\jamesmontemagno_MyExpenses\MyExpenses.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::AndroidHUD.Resource.Styleable.ProgressWheel_ahRimWidth = global::MyExpenses.Android.Resource.Styleable.ProgressWheel_ahRimWidth; " is 136.
Long Statement,MyExpenses.Android,Resource,D:\research\architectureSmells\repos\jamesmontemagno_MyExpenses\MyExpenses.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::AndroidHUD.Resource.Styleable.ProgressWheel_ahSpinSpeed = global::MyExpenses.Android.Resource.Styleable.ProgressWheel_ahSpinSpeed; " is 138.
Long Statement,MyExpenses.Android,Resource,D:\research\architectureSmells\repos\jamesmontemagno_MyExpenses\MyExpenses.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::AndroidHUD.Resource.Styleable.ProgressWheel_ahText = global::MyExpenses.Android.Resource.Styleable.ProgressWheel_ahText; " is 128.
