Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Wyam.Minification,MinifierBase,C:\repos\somedave_Wyam\src\extensions\Wyam.Minification\MinifierBase.cs,Minify,The length of the statement  "                        Trace.Error("{0} errors found while minifying {4} for {1}:{2}{3}"' result.Errors.Count' input.SourceString()' Environment.NewLine' string.Join(Environment.NewLine' result.Errors.Select(MinificationErrorInfoToString))' minifierType); " is 232.
Long Statement,Wyam.Minification,MinifierBase,C:\repos\somedave_Wyam\src\extensions\Wyam.Minification\MinifierBase.cs,Minify,The length of the statement  "                        Trace.Warning("{0} warnings found while minifying {4} for {1}:{2}{3}"' result.Warnings.Count' input.SourceString()' Environment.NewLine' string.Join(Environment.NewLine' result.Warnings.Select(MinificationErrorInfoToString))' minifierType); " is 240.
