Implementation smell,Namespace,Class,File,Method,Description
Complex Method,Wyam.Docs,Extensions,D:\research\architectureSmells\repos1\somedave_Wyam\src\recipes\Wyam.Docs\Extensions.cs,GetTypeLink,Cyclomatic complexity of the method is 8
Long Statement,Wyam.Docs,Extensions,D:\research\architectureSmells\repos1\somedave_Wyam\src\recipes\Wyam.Docs\Extensions.cs,GetTypeLink,The length of the statement  "                    int end = name.LastIndexOf("&gt;<wbr>"' openParen == -1 ? name.Length : openParen);  // Don't look past the opening paren if there is one " is 137.
Long Statement,Wyam.Docs,Extensions,D:\research\architectureSmells\repos1\somedave_Wyam\src\recipes\Wyam.Docs\Extensions.cs,GetTypeLink,The length of the statement  "                IDocument declaringType = metadata.Document(CodeAnalysisKeys.DeclaringType)?.Document(CodeAnalysisKeys.OriginalDefinition); " is 123.
Magic Number,Wyam.Docs,Docs,D:\research\architectureSmells\repos1\somedave_Wyam\src\recipes\Wyam.Docs\Docs.cs,Apply,The following statement contains a magic number: engine.Settings[DocsKeys.BlogPageSize] = 5;
Magic Number,Wyam.Docs,Docs,D:\research\architectureSmells\repos1\somedave_Wyam\src\recipes\Wyam.Docs\Docs.cs,Apply,The following statement contains a magic number: engine.Settings[DocsKeys.CategoryPageSize] = 5;
Magic Number,Wyam.Docs,Docs,D:\research\architectureSmells\repos1\somedave_Wyam\src\recipes\Wyam.Docs\Docs.cs,Apply,The following statement contains a magic number: engine.Settings[DocsKeys.TagPageSize] = 5;
Magic Number,Wyam.Docs,Docs,D:\research\architectureSmells\repos1\somedave_Wyam\src\recipes\Wyam.Docs\Docs.cs,Apply,The following statement contains a magic number: engine.Settings[DocsKeys.AuthorPageSize] = 5;
Magic Number,Wyam.Docs,Docs,D:\research\architectureSmells\repos1\somedave_Wyam\src\recipes\Wyam.Docs\Docs.cs,Apply,The following statement contains a magic number: engine.Settings[DocsKeys.MonthPageSize] = 5;
Magic Number,Wyam.Docs,Docs,D:\research\architectureSmells\repos1\somedave_Wyam\src\recipes\Wyam.Docs\Docs.cs,Apply,The following statement contains a magic number: engine.Settings[DocsKeys.YearPageSize] = 5;
Magic Number,Wyam.Docs,Extensions,D:\research\architectureSmells\repos1\somedave_Wyam\src\recipes\Wyam.Docs\Extensions.cs,GetTypeLink,The following statement contains a magic number: int begin = name.IndexOf("<wbr>&lt;") + 9;
Magic Number,Wyam.Docs,Extensions,D:\research\architectureSmells\repos1\somedave_Wyam\src\recipes\Wyam.Docs\Extensions.cs,GetTypeLink,The following statement contains a magic number: name = name.Insert(begin - 9' "</a>").Insert(0' $"<a href=\"{context.GetLink(metadata.FilePath(Keys.WritePath))}\">");
Magic Number,Wyam.Docs,Extensions,D:\research\architectureSmells\repos1\somedave_Wyam\src\recipes\Wyam.Docs\Extensions.cs,FormatName,The following statement contains a magic number: segments[c].Length > 20
