Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,SaaSOvation.AgilePM.Application.Products,ProductApplicationService,C:\repos\VaughnVernon_IDDD_Samples_NET\iddd_agilepm\Application\Products\ProductApplicationService.cs,NewProductWith,The method has 5 parameters. Parameters: tenantId' productOwnerId' name' description' discussionAvailability
Long Parameter List,SaaSOvation.AgilePM.Application.Teams,ChangeTeamMemberNameCommand,C:\repos\VaughnVernon_IDDD_Samples_NET\iddd_agilepm\Application\Teams\ChangeTeamMemberNameCommand.cs,ChangeTeamMemberNameCommand,The method has 5 parameters. Parameters: tenantId' username' firstName' lastName' occurredOn
Long Parameter List,SaaSOvation.AgilePM.Application.Teams,EnableMemberCommand,C:\repos\VaughnVernon_IDDD_Samples_NET\iddd_agilepm\Application\Teams\EnableMemberCommand.cs,EnableMemberCommand,The method has 6 parameters. Parameters: tenantId' username' firstName' lastName' emailAddress' occurredOn
Long Parameter List,SaaSOvation.AgilePM.Application.Teams,EnableProductOwnerCommand,C:\repos\VaughnVernon_IDDD_Samples_NET\iddd_agilepm\Application\Teams\EnableProductOwnerCommand.cs,EnableProductOwnerCommand,The method has 6 parameters. Parameters: tenantId' username' firstName' lastName' emailAddress' occurredOn
Long Parameter List,SaaSOvation.AgilePM.Application.Teams,EnableTeamMemberCommand,C:\repos\VaughnVernon_IDDD_Samples_NET\iddd_agilepm\Application\Teams\EnableTeamMemberCommand.cs,EnableTeamMemberCommand,The method has 6 parameters. Parameters: tenantId' username' firstName' lastName' emailAddress' occurredOn
Long Parameter List,SaaSOvation.AgilePM.Domain.Model.Products.BacklogItems,BacklogItem,C:\repos\VaughnVernon_IDDD_Samples_NET\iddd_agilepm\Domain.Model\Products\BacklogItems\BacklogItem.cs,BacklogItem,The method has 8 parameters. Parameters: tenantId' productId' backlogItemId' summary' category' type' backlogItemStatus' storyPoints
Long Parameter List,SaaSOvation.AgilePM.Domain.Model.Products.BacklogItems,BusinessPriorityTotals,C:\repos\VaughnVernon_IDDD_Samples_NET\iddd_agilepm\Domain.Model\Products\BacklogItems\BusinessPriorityTotals.cs,BusinessPriorityTotals,The method has 5 parameters. Parameters: totalBenefit' totalPenalty' totalValue' totalCost' totalRisk
Long Parameter List,SaaSOvation.AgilePM.Domain.Model.Products.BacklogItems,Task,C:\repos\VaughnVernon_IDDD_Samples_NET\iddd_agilepm\Domain.Model\Products\BacklogItems\Task.cs,Task,The method has 8 parameters. Parameters: tenantId' backlogItemId' taskId' teamMember' name' description' hoursRemaining' status
Long Parameter List,SaaSOvation.AgilePM.Domain.Model.Products.BacklogItems,TaskDefined,C:\repos\VaughnVernon_IDDD_Samples_NET\iddd_agilepm\Domain.Model\Products\BacklogItems\TaskDefined.cs,TaskDefined,The method has 6 parameters. Parameters: tenantId' backlogItemId' taskId' volunteerMemberId' name' description
Long Parameter List,SaaSOvation.AgilePM.Domain.Model.Products,Product,C:\repos\VaughnVernon_IDDD_Samples_NET\iddd_agilepm\Domain.Model\Products\Product.cs,Product,The method has 6 parameters. Parameters: tenantId' productId' productOwnerId' name' description' discussionAvailability
Long Parameter List,SaaSOvation.AgilePM.Domain.Model.Products,Product,C:\repos\VaughnVernon_IDDD_Samples_NET\iddd_agilepm\Domain.Model\Products\Product.cs,PlanBacklogItem,The method has 5 parameters. Parameters: newBacklogItemId' summary' category' type' storyPoints
Long Parameter List,SaaSOvation.AgilePM.Domain.Model.Products,Product,C:\repos\VaughnVernon_IDDD_Samples_NET\iddd_agilepm\Domain.Model\Products\Product.cs,ScheduleRelease,The method has 5 parameters. Parameters: newReleaseId' name' description' begins' ends
