Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
APlusSecurityContext,0,1,8,0,0,41,1,0,0,0,2,3
GenericRepository,2,7,0,0,7,46,9,0,0,0.29,1,1
UnitOfWork,10,4,8,0,3,76,6,0,0,0.9,2,1
BrandBuilder,1,9,0,0,9,96,9,0,0,0,1,2
CategoryBuilder,1,19,0,0,19,322,19,0,0,0,1,2
ProductImagePathBuilder,1,15,0,0,15,493,15,0,0,0,3,1
ProductsBuilder,1,15,0,0,15,360,15,0,0,0,5,3
RelatedProductsBuilder,2,15,0,0,15,183,28,0,0,0.03,3,1
InitialCreate,0,2,0,0,2,76,2,0,0,0,0,0
UpdateProductAndCategory,0,2,0,0,2,21,2,0,0,0,0,0
ShoppingCart,0,2,0,0,2,53,2,0,0,0,0,0
Configuration,0,2,0,0,1,36,2,0,0,0,6,0
Brand,0,0,3,0,0,18,0,0,0,0,0,2
Cart,0,0,6,0,0,29,0,0,0,0,0,1
Category,0,0,9,0,0,46,0,0,0,0,0,3
Order,0,0,14,0,0,60,0,0,0,0,0,1
OrderDetail,0,0,7,0,0,34,0,0,0,0,0,1
Product,0,0,22,0,0,112,0,0,0,0,0,4
ProductImagePath,0,0,5,0,0,26,0,0,0,0,0,1
RelatedProduct,0,0,4,0,0,23,0,0,0,0,0,2
