Architecture smell,Project,Namespace,Cause
Unstable Dependency,Lucene.Net.QueryParser,Lucene.Net.QueryParsers.Flexible.Core.Config,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Lucene.Net.QueryParsers.Flexible.Core.Util
Unstable Dependency,Lucene.Net.QueryParser,Lucene.Net.QueryParsers.Flexible.Core.Messages,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Lucene.Net.QueryParsers.Flexible.Messages
Unstable Dependency,Lucene.Net.QueryParser,Lucene.Net.QueryParsers.Flexible.Core.Nodes,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Lucene.Net.QueryParsers.Flexible.Messages' Lucene.Net.QueryParsers.Flexible.Core.Util
Unstable Dependency,Lucene.Net.QueryParser,Lucene.Net.QueryParsers.Flexible.Core.Parser,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Lucene.Net.Support
Unstable Dependency,Lucene.Net.QueryParser,Lucene.Net.QueryParsers.Flexible.Standard.Config,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Lucene.Net.QueryParsers.Classic
Unstable Dependency,Lucene.Net.QueryParser,Lucene.Net.QueryParsers.Flexible.Standard.Parser,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Lucene.Net.QueryParsers.Flexible.Core
Unstable Dependency,Lucene.Net.QueryParser,Lucene.Net.QueryParsers.Xml.Builders,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Lucene.Net.Queries.Mlt
Unstable Dependency,Lucene.Net.QueryParser,Lucene.Net.QueryParsers.Xml,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Lucene.Net.QueryParsers.Classic' Lucene.Net.QueryParsers.Xml.Builders
God Component,Lucene.Net.QueryParser,Lucene.Net.QueryParsers.Flexible.Core.Nodes,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 31
Feature Concentration,Lucene.Net.QueryParser,Lucene.Net.QueryParsers.Classic,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ICharStream' FastCharStream]' [MultiFieldQueryParser' QueryParser' QueryParserBase' RegexpToken' QueryParserConstants' QueryParserTokenManager' Token' TokenMgrError' ParseException' Operator]' [LexicalToken]. LCC (Lack of Component Cohesion) = 0.23
