Architecture smell,Project,Namespace,Cause
Unstable Dependency,Lucene.Net.Highlighter,Lucene.Net.Search.Highlight,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Lucene.Net.Index.Memory
Unstable Dependency,Lucene.Net.Highlighter,Lucene.Net.Search.VectorHighlight,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Lucene.Net.Search.Highlight
