Architecture smell,Project,Namespace,Cause
Scattered Functionality,Lucene.Net,Lucene.Net.Codecs.Lucene3x,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Lucene.Net.Store' Lucene.Net.Index
Scattered Functionality,Lucene.Net,Lucene.Net.Codecs.Lucene3x,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Lucene.Net.Index' Lucene.Net
Scattered Functionality,Lucene.Net,Lucene.Net.Codecs.Lucene40,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Lucene.Net.Index' Lucene.Net.Store
Scattered Functionality,Lucene.Net,Lucene.Net.Codecs.Lucene40,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Lucene.Net.Index' Lucene.Net.Store' Lucene.Net.Support
Scattered Functionality,Lucene.Net,Lucene.Net.Codecs.Lucene40,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Lucene.Net.Index' Lucene.Net.Support
Scattered Functionality,Lucene.Net,Lucene.Net.Codecs.Lucene41,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Lucene.Net.Store' Lucene.Net.Index
Scattered Functionality,Lucene.Net,Lucene.Net.Codecs.Lucene42,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Lucene.Net.Index' Lucene.Net.Store
Scattered Functionality,Lucene.Net,Lucene.Net.Codecs.Lucene42,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Lucene.Net.Store' Lucene.Net.Support
Scattered Functionality,Lucene.Net,Lucene.Net.Codecs.Lucene45,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Lucene.Net.Index' Lucene.Net.Store
Scattered Functionality,Lucene.Net,Lucene.Net.Codecs.Lucene45,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Lucene.Net.Store' Lucene.Net.Support
Scattered Functionality,Lucene.Net,Lucene.Net.Codecs.Lucene46,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Lucene.Net.Index' Lucene.Net.Store
Scattered Functionality,Lucene.Net,Lucene.Net.Index,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Lucene.Net.Store' Lucene.Net.Support
Scattered Functionality,Lucene.Net,Lucene.Net.Index,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Lucene.Net.Codecs' Lucene.Net.Support
Scattered Functionality,Lucene.Net,Lucene.Net.Index,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Lucene.Net' Lucene.Net.Codecs
Scattered Functionality,Lucene.Net,Lucene.Net.Index,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Lucene.Net.Codecs' Lucene.Net.Store
Scattered Functionality,Lucene.Net,Lucene.Net.Index,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Lucene.Net.Store' Lucene.Net
Scattered Functionality,Lucene.Net,Lucene.Net.Search,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Lucene.Net.Support' Lucene.Net.Index
Scattered Functionality,Lucene.Net,Lucene.Net.Search.Similarities,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Lucene.Net.Search' Lucene.Net.Index
Scattered Functionality,Lucene.Net,Lucene.Net.Store,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Lucene.Net.Index' Lucene.Net.Support
Scattered Functionality,Lucene.Net,Lucene.Net.Util.Packed,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Lucene.Net.Support' Lucene.Net.Store
