Architecture smell,Project,Namespace,Cause
Feature Concentration,Lucene.Net.Analysis.Common,Lucene.Net.Analysis.De,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [GermanAnalyzer]' [GermanLightStemFilter' GermanLightStemFilterFactory' GermanLightStemmer]' [GermanMinimalStemFilter' GermanMinimalStemFilterFactory' GermanMinimalStemmer]' [GermanNormalizationFilter' GermanNormalizationFilterFactory]' [GermanStemFilter' GermanStemFilterFactory' GermanStemmer]. LCC (Lack of Component Cohesion) = 0.42
Feature Concentration,Lucene.Net.Analysis.Common,Lucene.Net.Analysis.El,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [GreekAnalyzer' GreekLowerCaseFilter' GreekLowerCaseFilterFactory]' [GreekStemFilter' GreekStemFilterFactory' GreekStemmer]. LCC (Lack of Component Cohesion) = 0.33
Feature Concentration,Lucene.Net.Analysis.Common,Lucene.Net.Analysis.En,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [EnglishAnalyzer]' [EnglishMinimalStemFilter' EnglishMinimalStemFilterFactory' EnglishMinimalStemmer]' [EnglishPossessiveFilter' EnglishPossessiveFilterFactory]' [KStemData1' KStemmer' KStemData2' KStemData3' KStemData4' KStemData5' KStemData6' KStemData7' KStemData8' KStemFilter' KStemFilterFactory]' [PorterStemFilter' PorterStemFilterFactory' PorterStemmer]. LCC (Lack of Component Cohesion) = 0.25
Feature Concentration,Lucene.Net.Analysis.Common,Lucene.Net.Analysis.Fa,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [PersianAnalyzer' PersianCharFilter' PersianCharFilterFactory]' [PersianNormalizationFilter' PersianNormalizationFilterFactory' PersianNormalizer]. LCC (Lack of Component Cohesion) = 0.33
Feature Concentration,Lucene.Net.Analysis.Common,Lucene.Net.Analysis.Fr,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [FrenchAnalyzer]' [FrenchLightStemFilter' FrenchLightStemFilterFactory' FrenchLightStemmer]' [FrenchMinimalStemFilter' FrenchMinimalStemFilterFactory' FrenchMinimalStemmer]' [FrenchStemFilter' FrenchStemmer]. LCC (Lack of Component Cohesion) = 0.44
Feature Concentration,Lucene.Net.Analysis.Common,Lucene.Net.Analysis.Gl,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [GalicianAnalyzer]' [GalicianMinimalStemFilter' GalicianMinimalStemFilterFactory' GalicianMinimalStemmer]' [GalicianStemFilter' GalicianStemFilterFactory' GalicianStemmer]. LCC (Lack of Component Cohesion) = 0.43
Feature Concentration,Lucene.Net.Analysis.Common,Lucene.Net.Analysis.Hi,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [HindiAnalyzer]' [HindiNormalizationFilter' HindiNormalizationFilterFactory' HindiNormalizer]' [HindiStemFilter' HindiStemFilterFactory' HindiStemmer]. LCC (Lack of Component Cohesion) = 0.43
Feature Concentration,Lucene.Net.Analysis.Common,Lucene.Net.Analysis.Miscellaneous,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ASCIIFoldingFilter' ASCIIFoldingFilterFactory]' [CapitalizationFilter' CapitalizationFilterFactory]' [CodepointCountFilter' CodepointCountFilterFactory]' [EmptyTokenStream]' [HyphenatedWordsFilter' HyphenatedWordsFilterFactory]' [KeepWordFilter' KeepWordFilterFactory]' [KeywordMarkerFilter' PatternKeywordMarkerFilter' SetKeywordMarkerFilter]' [KeywordMarkerFilterFactory]' [KeywordRepeatFilter' KeywordRepeatFilterFactory]' [LengthFilter' LengthFilterFactory]' [LimitTokenCountAnalyzer' LimitTokenCountFilter' LimitTokenCountFilterFactory]' [LimitTokenPositionFilter' LimitTokenPositionFilterFactory]' [Lucene47WordDelimiterFilter' WordDelimiterFlags' WordDelimiterFilter' WordDelimiterFilterFactory' WordDelimiterIterator]' [PatternAnalyzer]' [PerFieldAnalyzerWrapper]' [PrefixAndSuffixAwareTokenFilter' PrefixAwareTokenFilter]' [RemoveDuplicatesTokenFilter' RemoveDuplicatesTokenFilterFactory]' [ScandinavianFoldingFilter' ScandinavianFoldingFilterFactory]' [ScandinavianNormalizationFilter' ScandinavianNormalizationFilterFactory]' [SingleTokenTokenStream]' [StemmerOverrideFilter' StemmerOverrideFilterFactory]' [TrimFilter' TrimFilterFactory]' [TruncateTokenFilter' TruncateTokenFilterFactory]. LCC (Lack of Component Cohesion) = 0.5
Feature Concentration,Lucene.Net.Analysis.Common,Lucene.Net.Analysis.NGram,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [EdgeNGramFilterFactory' EdgeNGramTokenFilter' EdgeNGramTokenizerFactory' Lucene43EdgeNGramTokenizer' EdgeNGramTokenizer' NGramTokenizer' NGramTokenizerFactory' Lucene43NGramTokenizer]' [NGramFilterFactory' NGramTokenFilter]. LCC (Lack of Component Cohesion) = 0.2
Feature Concentration,Lucene.Net.Analysis.Common,Lucene.Net.Analysis.No,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [NorwegianAnalyzer]' [NorwegianLightStemFilter' NorwegianLightStemFilterFactory' NorwegianStandard' NorwegianLightStemmer' NorwegianMinimalStemFilter' NorwegianMinimalStemFilterFactory' NorwegianMinimalStemmer]. LCC (Lack of Component Cohesion) = 0.25
Feature Concentration,Lucene.Net.Analysis.Common,Lucene.Net.Analysis.Pattern,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [PatternCaptureGroupFilterFactory' PatternCaptureGroupTokenFilter]' [PatternReplaceCharFilter' PatternReplaceCharFilterFactory]' [PatternReplaceFilter' PatternReplaceFilterFactory]' [PatternTokenizer' PatternTokenizerFactory]. LCC (Lack of Component Cohesion) = 0.5
Feature Concentration,Lucene.Net.Analysis.Common,Lucene.Net.Analysis.Pt,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [PortugueseAnalyzer]' [PortugueseLightStemFilter' PortugueseLightStemFilterFactory' PortugueseLightStemmer]' [PortugueseMinimalStemFilter' PortugueseMinimalStemFilterFactory' PortugueseMinimalStemmer' RSLPStemmerBase' PortugueseStemFilter' PortugueseStemFilterFactory' PortugueseStemmer]. LCC (Lack of Component Cohesion) = 0.27
Feature Concentration,Lucene.Net.Analysis.Common,Lucene.Net.Analysis.Ru,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [RussianAnalyzer' RussianLetterTokenizer' RussianLetterTokenizerFactory]' [RussianLightStemFilter' RussianLightStemFilterFactory' RussianLightStemmer]. LCC (Lack of Component Cohesion) = 0.33
Feature Concentration,Lucene.Net.Analysis.Common,Lucene.Net.Analysis.Synonym,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [FSTSynonymFilterFactory' SynonymFilter' SynonymMap]' [SlowSynonymFilter' SlowSynonymFilterFactory' SlowSynonymMap]' [SolrSynonymParser]' [SynonymFilterFactory]' [WordnetSynonymParser]. LCC (Lack of Component Cohesion) = 0.56
Feature Concentration,Lucene.Net.Analysis.Common,Lucene.Net.Analysis.Util,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BufferedCharFilter]' [AbstractAnalysisFactory' CharArraySet' CharArraySetExtensions' CharFilterFactory' ElisionFilter' ElisionFilterFactory' IMultiTermAwareComponent' IResourceLoader' IResourceLoaderAware' StopwordAnalyzerBase' TokenFilterFactory' TokenizerFactory' WordlistLoader' AnalysisSPILoader' CharArrayMap' ICharArrayMap' CharacterUtils' CharTokenizer' ClasspathResourceLoader' FilesystemResourceLoader]' [CharArrayMapExtensions]' [FilteringTokenFilter]' [OpenStringBuilder]' [StemmerUtil]' [RollingCharBuffer]. LCC (Lack of Component Cohesion) = 0.27
Feature Concentration,Lucene.Net.Analysis.Common,Lucene.Net.Tartarus.Snowball.Ext,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ArmenianStemmer]' [BasqueStemmer]' [CatalanStemmer]' [DanishStemmer]' [DutchStemmer]' [EnglishStemmer]' [FinnishStemmer]' [FrenchStemmer]' [German2Stemmer]' [GermanStemmer]' [HungarianStemmer]' [IrishStemmer]' [ItalianStemmer]' [KpStemmer]' [LovinsStemmer]' [NorwegianStemmer]' [PorterStemmer]' [PortugueseStemmer]' [RomanianStemmer]' [RussianStemmer]' [SpanishStemmer]' [SwedishStemmer]' [TurkishStemmer]. LCC (Lack of Component Cohesion) = 1
