Method,LOC,CC,PC
MemoryIndex:MemoryIndex,2,1,0
MemoryIndex:MemoryIndex,2,1,1
MemoryIndex:MemoryIndex,10,1,2
MemoryIndex:AddField,18,5,3
MemoryIndex:KeywordTokenStream,7,2,1
MemoryIndex:AddField,3,1,2
MemoryIndex:AddField,3,1,3
MemoryIndex:AddField,3,1,4
MemoryIndex:AddField,87,12,5
MemoryIndex:CreateSearcher,8,1,0
MemoryIndex:Search,30,3,1
MemoryIndex:GetMemorySize,3,1,0
MemoryIndex:SortFields,5,2,0
MemoryIndex:Sort,12,3,1
MemoryIndex:ToString,53,7,0
MemoryIndex:Reset,9,1,0
MemoryIndexNormDocValues:MemoryIndexNormDocValues,3,1,1
MemoryIndexNormDocValues:Get,7,2,1
