Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Combot.Modules.Plugins,Github,C:\repos\uncled1023_Combot\Modules\Github\Github.cs,GetGithubInformation,The length of the statement  "                                string repoMessage = string.Format("\u0002{0}\u0002 | Created On \u0002{1}\u0002 | \u0002{2}\u0002 Open Issues | \u0002{3}\u0002 Forks | \u0002{4}\u0002 Stargazers | {5}"' foundRepo.FullName' foundRepo.CreatedAt.ToString("d")' foundRepo.OpenIssuesCount' foundRepo.ForksCount' foundRepo.StargazersCount' foundRepo.HtmlUrl); " is 322.
Long Statement,Combot.Modules.Plugins,Github,C:\repos\uncled1023_Combot\Modules\Github\Github.cs,GetGithubInformation,The length of the statement  "                        string userMessage = string.Format("\u0002{0}\u0002 - \u0002{1}\u0002 Followers - Following \u0002{2}\u0002 Users - \u0002{3}\u0002 Repositories | {4}"' user.Login' user.Followers' user.Following' user.PublicRepos' user.HtmlUrl); " is 229.
Long Statement,Combot.Modules.Plugins,Github,C:\repos\uncled1023_Combot\Modules\Github\Github.cs,GetGithubInformation,The length of the statement  "                    SendResponse(command.MessageType' command.Location' command.Nick.Nickname' string.Format("Github user \u0002{0}\u0002 does not exist."' username)); " is 147.
Long Statement,Combot.Modules.Plugins,Github,C:\repos\uncled1023_Combot\Modules\Github\Github.cs,GetRepositoryInformation,The length of the statement  "                SearchRepositoryResult foundRepo = await github.Search.SearchRepo(new SearchRepositoriesRequest(command.Arguments["Repository"])); " is 130.
Long Statement,Combot.Modules.Plugins,Github,C:\repos\uncled1023_Combot\Modules\Github\Github.cs,GetRepositoryInformation,The length of the statement  "                    string repoMessage = string.Format("\u0002{0}\u0002 | Created On \u0002{1}\u0002 | \u0002{2}\u0002 Open Issues | \u0002{3}\u0002 Forks | \u0002{4}\u0002 Stargazers | {5}"' repo.FullName' repo.CreatedAt.ToString("d")' repo.OpenIssuesCount' repo.ForksCount' repo.StargazersCount' repo.HtmlUrl); " is 292.
Long Statement,Combot.Modules.Plugins,Github,C:\repos\uncled1023_Combot\Modules\Github\Github.cs,GetRepositoryInformation,The length of the statement  "                    SendResponse(command.MessageType' command.Location' command.Nick.Nickname' string.Format("Repository \u0002{0}\u0002 does not exist."' command.Arguments["Repository"])); " is 169.
Missing Default,Combot.Modules.Plugins,Github,C:\repos\uncled1023_Combot\Modules\Github\Github.cs,ParseCommand,The following switch statement is missing a default case: switch (foundCommand.Name)              {                  case "Github Information":                      GetGithubInformation(command);                      break;                  case "Repository Information":                      GetRepositoryInformation(command);                      break;              }
