Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,Paratext8Plugin,ParatextAlert,D:\research\architectureSmells\repos1\sillsdev_FieldWorks\Src\Paratext8Plugin\ParatextAlert.cs,ShowInternal,The method has 7 parameters. Parameters: owner' text' caption' alertButtons' alertLevel' defaultButton' showInTaskbar
Long Statement,Paratext8Plugin,Paratext8Provider,D:\research\architectureSmells\repos1\sillsdev_FieldWorks\Src\Paratext8Plugin\Paratext8Provider.cs,MakeScrText,The length of the statement  "			return string.IsNullOrEmpty(projectName) ? new PT8ScrTextWrapper(new ScrText()) : new PT8ScrTextWrapper(new ScrText(projectName)); " is 130.
Long Statement,Paratext8Plugin,Paratext8Provider,D:\research\architectureSmells\repos1\sillsdev_FieldWorks\Src\Paratext8Plugin\Paratext8Provider.cs,GetParserState,The length of the statement  "			return new PT8ParserStateWrapper(new ScrParserState((ScrText)ptProjectText.CoreScrText' (VerseRef)ptCurrBook.CoreVerseRef)); " is 124.
Long Statement,Paratext8Plugin,ParatextAlert,D:\research\architectureSmells\repos1\sillsdev_FieldWorks\Src\Paratext8Plugin\ParatextAlert.cs,ShowInternal,The length of the statement  "			ProgressUtils.InvokeOnUIThread(() => result = MessageBox.Show((IWin32Window)owner' text' caption' type' icon' defaultBtn' " is 121.
