Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Sitecore.Octopus.ContentPackageGenerator,Program,C:\repos\leethomascook_Sitecore.Octopus\Sitecore.Octopus.ContentPackageGenerator\Program.cs,Main,The length of the statement  "	var contentPackageGenerator = new Business.ContentPackageGenerator (new GitHubService (new GitSettings ())' new OctopusDeployService (new OctopusDeploySettings ())' new OctopusDeploySettings ()' new DropBoxService (new DropBoxSettings ())); " is 240.
Long Statement,Sitecore.Octopus.ContentPackageGenerator,Program,C:\repos\leethomascook_Sitecore.Octopus\Sitecore.Octopus.ContentPackageGenerator\Program.cs,Main,The length of the statement  "	var artifactDetails = contentPackageGenerator.CreatePackage (argumentProcessor.SerilizationFolder' argumentProcessor.CurrentBuildId); " is 133.
Long Statement,Sitecore.Octopus.ContentPackageGenerator,Program,C:\repos\leethomascook_Sitecore.Octopus\Sitecore.Octopus.ContentPackageGenerator\Program.cs,Main,The length of the statement  "	var releaseNotesGenereator = new ReleaseNotesGenerator (new BasicOctopusToTeamcityMappingStratergy ()' new OctopusDeployService (new OctopusDeploySettings ())' new OctopusDeploySettings ()' new BasicBuildIdToTagNameStratergy ()' new GitHubService (new GitSettings ())' new JiraService (new JiraSettings ())); " is 308.
