Architecture smell,Project,Namespace,Cause,Responsible Classes
Cyclic Dependency,PRoCon.Core,PRoCon.Core.Accounts,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: PRoCon.Core.Accounts' PRoCon.Core,PRoCon.Core.Accounts.AccountPrivilege' PRoCon.Core.Kill' PRoCon.Core.CLocalization' PRoCon.Core.PRoConApplication
Cyclic Dependency,PRoCon.Core,PRoCon.Core.Accounts,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: PRoCon.Core.Accounts' PRoCon.Core.Remote' PRoCon.Core,PRoCon.Core.Accounts.AccountPrivilege' PRoCon.Core.Remote.BF4Client' PRoCon.Core.Remote.FrostbiteConnection' PRoCon.Core.Remote.FrostbiteClient' PRoCon.Core.Remote.PRoConClient' PRoCon.Core.Kill' PRoCon.Core.CLocalization' PRoCon.Core.PRoConApplication
Cyclic Dependency,PRoCon.Core,PRoCon.Core.Accounts,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: PRoCon.Core.Accounts' PRoCon.Core' PRoCon.Core.Players' PRoCon.Core,PRoCon.Core.Accounts.AccountPrivilege' PRoCon.Core.Kill' PRoCon.Core.CLocalization' PRoCon.Core.PRoConApplication' PRoCon.Core.Players.Inventory' PRoCon.Core.Players.PlayerDictionary
Cyclic Dependency,PRoCon.Core,PRoCon.Core.Accounts,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: PRoCon.Core.Accounts' PRoCon.Core.Remote' PRoCon.Core' PRoCon.Core.Players' PRoCon.Core,PRoCon.Core.Accounts.AccountPrivilege' PRoCon.Core.Remote.BF4Client' PRoCon.Core.Remote.FrostbiteConnection' PRoCon.Core.Remote.FrostbiteClient' PRoCon.Core.Remote.PRoConClient' PRoCon.Core.Kill' PRoCon.Core.CLocalization' PRoCon.Core.PRoConApplication' PRoCon.Core.Players.Inventory' PRoCon.Core.Players.PlayerDictionary
Cyclic Dependency,PRoCon.Core,PRoCon.Core,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: PRoCon.Core' PRoCon.Core.Players,PRoCon.Core.Kill' PRoCon.Core.CLocalization' PRoCon.Core.PRoConApplication' PRoCon.Core.Players.Inventory' PRoCon.Core.Players.PlayerDictionary
Cyclic Dependency,PRoCon.Core,PRoCon.Core,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: PRoCon.Core' PRoCon.Core.Players' PRoCon.Core.Remote,PRoCon.Core.Kill' PRoCon.Core.CLocalization' PRoCon.Core.PRoConApplication' PRoCon.Core.Players.Inventory' PRoCon.Core.Players.PlayerDictionary' PRoCon.Core.Remote.BF4Client' PRoCon.Core.Remote.FrostbiteConnection' PRoCon.Core.Remote.FrostbiteClient' PRoCon.Core.Remote.PRoConClient
Cyclic Dependency,PRoCon.Core,PRoCon.Core,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: PRoCon.Core' PRoCon.Core.Remote' PRoCon.Core.Remote.Cache' PRoCon.Core.Remote,PRoCon.Core.Kill' PRoCon.Core.CLocalization' PRoCon.Core.PRoConApplication' PRoCon.Core.Remote.BF4Client' PRoCon.Core.Remote.FrostbiteConnection' PRoCon.Core.Remote.FrostbiteClient' PRoCon.Core.Remote.PRoConClient' PRoCon.Core.Remote.Cache.CacheManager
Cyclic Dependency,PRoCon.Core,PRoCon.Core,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: PRoCon.Core' PRoCon.Core.Players' PRoCon.Core.Remote' PRoCon.Core.Remote.Cache' PRoCon.Core.Remote,PRoCon.Core.Kill' PRoCon.Core.CLocalization' PRoCon.Core.PRoConApplication' PRoCon.Core.Players.Inventory' PRoCon.Core.Players.PlayerDictionary' PRoCon.Core.Remote.BF4Client' PRoCon.Core.Remote.FrostbiteConnection' PRoCon.Core.Remote.FrostbiteClient' PRoCon.Core.Remote.PRoConClient' PRoCon.Core.Remote.Cache.CacheManager
Cyclic Dependency,PRoCon.Core,PRoCon.Core.AutoUpdates,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: PRoCon.Core.AutoUpdates' PRoCon.Core,PRoCon.Core.AutoUpdates.AutoUpdater' PRoCon.Core.Kill' PRoCon.Core.CLocalization' PRoCon.Core.PRoConApplication
Cyclic Dependency,PRoCon.Core,PRoCon.Core.AutoUpdates,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: PRoCon.Core.AutoUpdates' PRoCon.Core' PRoCon.Core.Remote,PRoCon.Core.AutoUpdates.AutoUpdater' PRoCon.Core.Kill' PRoCon.Core.CLocalization' PRoCon.Core.PRoConApplication' PRoCon.Core.Remote.BF4Client' PRoCon.Core.Remote.FrostbiteConnection' PRoCon.Core.Remote.FrostbiteClient' PRoCon.Core.Remote.PRoConClient
