Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,StockTraderRI.Infrastructure.Behaviors,ReturnCommandBehavior,C:\repos\modiCAS_prism\StockTrader RI\Desktop\StockTraderRI.Infrastructure\Behaviors\ReturnCommandBehavior.cs,ReturnCommandBehavior,The method has 7 parameters.
Long Statement,StockTraderRI.Infrastructure.Behaviors,RegionPopupBehaviors,C:\repos\modiCAS_prism\StockTrader RI\Desktop\StockTraderRI.Infrastructure\Behaviors\RegionPopupBehaviors.cs,IsInDesignMode,The length of the statement  "	// Due to a known issue in Cider' GetIsInDesignMode attached property value is not enough to know if it's in design mode. " is 121.
Long Statement,StockTraderRI.Infrastructure.Behaviors,RegionPopupBehaviors,C:\repos\modiCAS_prism\StockTrader RI\Desktop\StockTraderRI.Infrastructure\Behaviors\RegionPopupBehaviors.cs,IsInDesignMode,The length of the statement  "	return DesignerProperties.GetIsInDesignMode (element) || Application.Current == null || Application.Current.GetType () == typeof(Application); " is 142.
Long Statement,StockTraderRI.Infrastructure.Behaviors,ReturnCommandBehavior,C:\repos\modiCAS_prism\StockTrader RI\Desktop\StockTraderRI.Infrastructure\Behaviors\ReturnCommandBehavior.cs,LostFocus,The length of the statement  "	if (TargetObject != null && string.IsNullOrEmpty (TargetObject.Text) && this.DefaultTextAfterCommandExecution != null) { " is 120.
