Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
God Component,MongoDB.Driver.Legacy.Tests(netcoreapp2.1),MongoDB.Driver.Tests.Jira,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 37,MongoDB.Driver.Tests.Jira.Base' MongoDB.Driver.Tests.Jira.T1' MongoDB.Driver.Tests.Jira.T2' MongoDB.Driver.Tests.Jira.RepresentationExample' MongoDB.Driver.Tests.Jira.B' MongoDB.Driver.Tests.Jira.IPerson' MongoDB.Driver.Tests.Jira.Person' MongoDB.Driver.Tests.Jira.CSharp471Tests,MongoDB.Driver.Tests.Jira.CSharp281Tests' MongoDB.Driver.Tests.Jira.CSharp282Tests' MongoDB.Driver.Tests.Jira.CSharp307Tests' MongoDB.Driver.Tests.Jira.CSharp325Tests' MongoDB.Driver.Tests.Jira.CSharp330Tests' MongoDB.Driver.Tests.Jira.CSharp471Tests' MongoDB.Driver.Tests.Jira.Base' MongoDB.Driver.Tests.Jira.T1' MongoDB.Driver.Tests.Jira.T2' MongoDB.Driver.Tests.Jira.CSharp718' MongoDB.Driver.Tests.Jira.C' MongoDB.Driver.Tests.Jira.CSharp779' MongoDB.Driver.Tests.Jira.RepresentationExample' MongoDB.Driver.Tests.Jira.CSharp801' MongoDB.Driver.Tests.Jira.MyIdGenerator' MongoDB.Driver.Tests.Jira.CSharp840' MongoDB.Driver.Tests.Jira.CSharp893CheckElementNameTests' MongoDB.Driver.Tests.Jira.CSharp893DictionaryTestsBase<C>' MongoDB.Driver.Tests.Jira.CSharp893DictionaryObjectObjectArrayOfArraysTests' MongoDB.Driver.Tests.Jira.CSharp893DictionaryObjectObjectArrayOfDocumentsTests' MongoDB.Driver.Tests.Jira.CSharp893DictionaryObjectObjectDocumentTests' MongoDB.Driver.Tests.Jira.CSharp893DictionaryObjectObjectDynamicTests' MongoDB.Driver.Tests.Jira.CSharp893DictionaryStringObjectArrayOfArraysTests' MongoDB.Driver.Tests.Jira.CSharp893DictionaryStringObjectArrayOfDocumentsTests' MongoDB.Driver.Tests.Jira.CSharp893DictionaryStringObjectDocumentTests' MongoDB.Driver.Tests.Jira.CSharp893DictionaryStringObjectDynamicTests' MongoDB.Driver.Tests.Jira.CSharp893HashtableArrayOfArraysTests' MongoDB.Driver.Tests.Jira.CSharp893HashtableArrayOfDocumentsTests' MongoDB.Driver.Tests.Jira.CSharp893HashtableDocumentTests' MongoDB.Driver.Tests.Jira.CSharp893HashtableDynamicTests' MongoDB.Driver.Tests.Jira.CSharp900Tests' MongoDB.Driver.Tests.Jira.B' MongoDB.Driver.Tests.Jira.CSharp932Tests' MongoDB.Driver.Tests.Jira.CSharp942Tests' MongoDB.Driver.Tests.Jira.CSharp958Tests' MongoDB.Driver.Tests.Jira.IPerson' MongoDB.Driver.Tests.Jira.Person
Feature Concentration,MongoDB.Driver.Legacy.Tests(netcoreapp2.1),MongoDB.Driver.Tests.Builders,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CollectionOptionsBuilderTests]' [FieldsBuilderTests]' [FieldsBuilderTypedTests' TestClass' SubClass' IndexOptionsBuilderTypedTests' Details]' [GeoNearOptionsBuilderTests]' [GroupByBuilderTests' Test' IndexKeysBuilderTypedTests' SortByBuilderTypedTests' UpdateBuilderTests' B' C]' [IndexKeysBuilderTests]' [IndexOptionsBuilderTests]' [QueryBuilderGeoJsonIntegrationTests' GeoClass]' [QueryBuilderTests]' [QueryBuilderTypedTests' A' A_B]' [SortByBuilderTests]. LCC (Lack of Component Cohesion) = 0.46,MongoDB.Driver.Tests.Builders.QueryBuilderTypedTests' MongoDB.Driver.Tests.Builders.A' MongoDB.Driver.Tests.Builders.A_B' MongoDB.Driver.Tests.Builders.QueryBuilderGeoJsonIntegrationTests' MongoDB.Driver.Tests.Builders.GeoClass' MongoDB.Driver.Tests.Builders.CollectionOptionsBuilderTests' MongoDB.Driver.Tests.Builders.FieldsBuilderTests' MongoDB.Driver.Tests.Builders.GeoNearOptionsBuilderTests' MongoDB.Driver.Tests.Builders.IndexKeysBuilderTests' MongoDB.Driver.Tests.Builders.IndexOptionsBuilderTests' MongoDB.Driver.Tests.Builders.QueryBuilderTests' MongoDB.Driver.Tests.Builders.SortByBuilderTests,MongoDB.Driver.Tests.Builders.CollectionOptionsBuilderTests' MongoDB.Driver.Tests.Builders.FieldsBuilderTests' MongoDB.Driver.Tests.Builders.FieldsBuilderTypedTests' MongoDB.Driver.Tests.Builders.TestClass' MongoDB.Driver.Tests.Builders.SubClass' MongoDB.Driver.Tests.Builders.GeoNearOptionsBuilderTests' MongoDB.Driver.Tests.Builders.GroupByBuilderTests' MongoDB.Driver.Tests.Builders.Test' MongoDB.Driver.Tests.Builders.IndexKeysBuilderTests' MongoDB.Driver.Tests.Builders.IndexKeysBuilderTypedTests' MongoDB.Driver.Tests.Builders.IndexOptionsBuilderTests' MongoDB.Driver.Tests.Builders.IndexOptionsBuilderTypedTests' MongoDB.Driver.Tests.Builders.Details' MongoDB.Driver.Tests.Builders.QueryBuilderGeoJsonIntegrationTests' MongoDB.Driver.Tests.Builders.GeoClass' MongoDB.Driver.Tests.Builders.QueryBuilderTests' MongoDB.Driver.Tests.Builders.QueryBuilderTypedTests' MongoDB.Driver.Tests.Builders.A' MongoDB.Driver.Tests.Builders.A_B' MongoDB.Driver.Tests.Builders.SortByBuilderTests' MongoDB.Driver.Tests.Builders.SortByBuilderTypedTests' MongoDB.Driver.Tests.Builders.UpdateBuilderTests' MongoDB.Driver.Tests.Builders.B' MongoDB.Driver.Tests.Builders.C
Feature Concentration,MongoDB.Driver.Legacy.Tests(netcoreapp2.1),MongoDB.Driver.Tests,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [FailPointName' FailPoint' MongoCollectionTests' TestClass' FindAndModifyClass' Place' PlaceGeoJson' TestMapReduceDocument' TestMapReduceValue' ExpectedWriteConcernResult' MongoDatabaseTests]' [MongoClientTests]' [MongoDatabaseReflector]' [MongoServerBuildInfoTests]' [MongoServerSettingsTests]' [MongoServerTests]' [MongoServerReflector]' [MongoUserTests]' [SystemProfileInfoTests]. LCC (Lack of Component Cohesion) = 0.47,MongoDB.Driver.Tests.MongoDatabaseReflector' MongoDB.Driver.Tests.MongoServerBuildInfoTests' MongoDB.Driver.Tests.MongoServerSettingsTests' MongoDB.Driver.Tests.MongoServerTests' MongoDB.Driver.Tests.MongoServerReflector' MongoDB.Driver.Tests.MongoUserTests' MongoDB.Driver.Tests.SystemProfileInfoTests,MongoDB.Driver.Tests.FailPointName' MongoDB.Driver.Tests.FailPoint' MongoDB.Driver.Tests.MongoClientTests' MongoDB.Driver.Tests.MongoCollectionTests' MongoDB.Driver.Tests.TestClass' MongoDB.Driver.Tests.FindAndModifyClass' MongoDB.Driver.Tests.Place' MongoDB.Driver.Tests.PlaceGeoJson' MongoDB.Driver.Tests.TestMapReduceDocument' MongoDB.Driver.Tests.TestMapReduceValue' MongoDB.Driver.Tests.ExpectedWriteConcernResult' MongoDB.Driver.Tests.MongoDatabaseTests' MongoDB.Driver.Tests.MongoDatabaseReflector' MongoDB.Driver.Tests.MongoServerBuildInfoTests' MongoDB.Driver.Tests.MongoServerSettingsTests' MongoDB.Driver.Tests.MongoServerTests' MongoDB.Driver.Tests.MongoServerReflector' MongoDB.Driver.Tests.MongoUserTests' MongoDB.Driver.Tests.SystemProfileInfoTests
Feature Concentration,MongoDB.Driver.Legacy.Tests(netcoreapp2.1),MongoDB.Driver.Tests.Jira,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CSharp281Tests]' [CSharp282Tests]' [CSharp307Tests]' [CSharp325Tests]' [CSharp330Tests]' [CSharp471Tests' Base' T1' T2]' [CSharp718' C' CSharp801' MyIdGenerator' CSharp893DictionaryObjectObjectArrayOfArraysTests' CSharp893DictionaryObjectObjectArrayOfDocumentsTests' CSharp893DictionaryObjectObjectDocumentTests' CSharp893DictionaryObjectObjectDynamicTests' CSharp893DictionaryStringObjectArrayOfArraysTests' CSharp893DictionaryStringObjectArrayOfDocumentsTests' CSharp893DictionaryStringObjectDocumentTests' CSharp893DictionaryStringObjectDynamicTests' CSharp893HashtableArrayOfArraysTests' CSharp893HashtableArrayOfDocumentsTests' CSharp893HashtableDocumentTests' CSharp893HashtableDynamicTests' CSharp900Tests' B' CSharp932Tests' CSharp893DictionaryTestsBase<C>]' [CSharp779' RepresentationExample]' [CSharp840]' [CSharp893CheckElementNameTests]' [CSharp942Tests]' [CSharp958Tests' IPerson' Person]. LCC (Lack of Component Cohesion) = 0.32,MongoDB.Driver.Tests.Jira.CSharp307Tests' MongoDB.Driver.Tests.Jira.CSharp325Tests' MongoDB.Driver.Tests.Jira.CSharp330Tests' MongoDB.Driver.Tests.Jira.CSharp840' MongoDB.Driver.Tests.Jira.CSharp893CheckElementNameTests' MongoDB.Driver.Tests.Jira.CSharp942Tests,MongoDB.Driver.Tests.Jira.CSharp281Tests' MongoDB.Driver.Tests.Jira.CSharp282Tests' MongoDB.Driver.Tests.Jira.CSharp307Tests' MongoDB.Driver.Tests.Jira.CSharp325Tests' MongoDB.Driver.Tests.Jira.CSharp330Tests' MongoDB.Driver.Tests.Jira.CSharp471Tests' MongoDB.Driver.Tests.Jira.Base' MongoDB.Driver.Tests.Jira.T1' MongoDB.Driver.Tests.Jira.T2' MongoDB.Driver.Tests.Jira.CSharp718' MongoDB.Driver.Tests.Jira.C' MongoDB.Driver.Tests.Jira.CSharp779' MongoDB.Driver.Tests.Jira.RepresentationExample' MongoDB.Driver.Tests.Jira.CSharp801' MongoDB.Driver.Tests.Jira.MyIdGenerator' MongoDB.Driver.Tests.Jira.CSharp840' MongoDB.Driver.Tests.Jira.CSharp893CheckElementNameTests' MongoDB.Driver.Tests.Jira.CSharp893DictionaryTestsBase<C>' MongoDB.Driver.Tests.Jira.CSharp893DictionaryObjectObjectArrayOfArraysTests' MongoDB.Driver.Tests.Jira.CSharp893DictionaryObjectObjectArrayOfDocumentsTests' MongoDB.Driver.Tests.Jira.CSharp893DictionaryObjectObjectDocumentTests' MongoDB.Driver.Tests.Jira.CSharp893DictionaryObjectObjectDynamicTests' MongoDB.Driver.Tests.Jira.CSharp893DictionaryStringObjectArrayOfArraysTests' MongoDB.Driver.Tests.Jira.CSharp893DictionaryStringObjectArrayOfDocumentsTests' MongoDB.Driver.Tests.Jira.CSharp893DictionaryStringObjectDocumentTests' MongoDB.Driver.Tests.Jira.CSharp893DictionaryStringObjectDynamicTests' MongoDB.Driver.Tests.Jira.CSharp893HashtableArrayOfArraysTests' MongoDB.Driver.Tests.Jira.CSharp893HashtableArrayOfDocumentsTests' MongoDB.Driver.Tests.Jira.CSharp893HashtableDocumentTests' MongoDB.Driver.Tests.Jira.CSharp893HashtableDynamicTests' MongoDB.Driver.Tests.Jira.CSharp900Tests' MongoDB.Driver.Tests.Jira.B' MongoDB.Driver.Tests.Jira.CSharp932Tests' MongoDB.Driver.Tests.Jira.CSharp942Tests' MongoDB.Driver.Tests.Jira.CSharp958Tests' MongoDB.Driver.Tests.Jira.IPerson' MongoDB.Driver.Tests.Jira.Person
Scattered Functionality,MongoDB.Driver.Legacy.Tests(netcoreapp2.1),MongoDB.Driver.Tests,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: MongoDB.Driver' MongoDB.Bson,MongoDB.Driver.MongoCollection' MongoDB.Bson.ObjectId' MongoDB.Driver.FindAndModifyResult' MongoDB.Driver.MongoDatabase' MongoDB.Driver.MongoServer,MongoDB.Driver.MongoCollection' MongoDB.Bson.ObjectId' MongoDB.Driver.FindAndModifyResult' MongoDB.Driver.MongoDatabase' MongoDB.Driver.MongoServer
Scattered Functionality,MongoDB.Driver.Legacy.Tests(netcoreapp2.1),MongoDB.Driver.Tests,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: MongoDB.Driver' MongoDB.Driver.Builders,MongoDB.Driver.MongoCollection' MongoDB.Driver.Builders.IndexOptions' MongoDB.Driver.Builders.Update,MongoDB.Driver.MongoCollection' MongoDB.Driver.Builders.IndexOptions' MongoDB.Driver.Builders.Update
Scattered Functionality,MongoDB.Driver.Legacy.Tests(netcoreapp2.1),MongoDB.Driver.Tests,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: MongoDB.Driver' MongoDB.Driver,MongoDB.Driver.MongoUrlBuilder' MongoDB.Driver.MongoServerSettings' MongoDB.Driver.MongoClientSettings,MongoDB.Driver.MongoUrlBuilder' MongoDB.Driver.MongoServerSettings' MongoDB.Driver.MongoClientSettings
Scattered Functionality,MongoDB.Driver.Legacy.Tests(netcoreapp2.1),MongoDB.Driver.Tests.GridFS,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: MongoDB.Bson' MongoDB.Driver,MongoDB.Bson.ObjectId' MongoDB.Driver.MongoDatabase,MongoDB.Bson.ObjectId' MongoDB.Driver.MongoDatabase
Scattered Functionality,MongoDB.Driver.Legacy.Tests(netcoreapp2.1),MongoDB.Driver.Tests.Jira.CSharp101,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: MongoDB.Driver' MongoDB.Bson,MongoDB.Driver.MongoCollection' MongoDB.Bson.ObjectId,MongoDB.Driver.MongoCollection' MongoDB.Bson.ObjectId
Scattered Functionality,MongoDB.Driver.Legacy.Tests(netcoreapp2.1),MongoDB.Driver.Tests.Jira.CSharp218,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: MongoDB.Driver' MongoDB.Bson,MongoDB.Driver.MongoCollection' MongoDB.Bson.ObjectId,MongoDB.Driver.MongoCollection' MongoDB.Bson.ObjectId
