Method,LOC,CC,PC
IInserter:AfterInsert,1,1,2
IInserter:Insert,1,1,4
IInserter:InsertAsync,1,1,4
BaseInserter:BaseInserter,5,1,1
BaseInserter:AfterInsert,1,1,2
BaseInserter:BeforeCommit,3,1,3
BaseInserter:BeforeCommitAsync,3,1,3
BaseInserter:Insert,27,5,7
BaseInserter:InsertAsync,27,5,7
BaseInserter:ExecuteInsert,13,1,6
BaseInserter:ExecuteInsertAsync,13,1,6
BaseInserter:ExecuteInsert,22,3,10
BaseInserter:ExecuteInsertAsync,23,3,10
BaseInserter:CreateTempTable,9,1,3
BaseInserter:BeginInsertStatement,3,1,0
BaseInserter:ListColumns,3,1,2
BaseInserter:InsertIntoTempTable,3,1,4
BaseInserter:ListValues,3,1,2
BaseInserter:SelectTempTable,3,1,1
BaseInserter:DropTempTable,3,1,1
BaseInserter:Column,6,1,4
BaseInserter:Column,4,1,1
BaseInserter:Identity,5,1,2
BaseInserter:Identity,4,1,2
BaseInserter:GetPropertyInfo,12,4,1
ColumnMapping:ColumnMapping,6,1,4
ColumnMappingExt:ToString,5,1,3
ObjectDataReader:ObjectDataReader,12,1,7
ObjectDataReader:CreatePropertyAccessor,11,1,1
ObjectDataReader:Close,3,1,0
ObjectDataReader:GetSchemaTable,3,1,0
ObjectDataReader:NextResult,3,1,0
ObjectDataReader:Read,6,2,0
ObjectDataReader:Dispose,4,1,0
ObjectDataReader:Dispose,8,3,1
ObjectDataReader:GetBoolean,3,1,1
ObjectDataReader:GetByte,3,1,1
ObjectDataReader:GetBytes,3,1,5
ObjectDataReader:GetChar,3,1,1
ObjectDataReader:GetChars,3,1,5
ObjectDataReader:GetData,3,1,1
ObjectDataReader:GetDataTypeName,3,1,1
ObjectDataReader:GetDateTime,3,1,1
ObjectDataReader:GetDecimal,3,1,1
ObjectDataReader:GetDouble,3,1,1
ObjectDataReader:GetFieldType,3,1,1
ObjectDataReader:GetFloat,3,1,1
ObjectDataReader:GetGuid,3,1,1
ObjectDataReader:GetInt16,3,1,1
ObjectDataReader:GetInt32,3,1,1
ObjectDataReader:GetInt64,3,1,1
ObjectDataReader:GetName,3,1,1
ObjectDataReader:GetOrdinal,7,2,1
ObjectDataReader:GetString,3,1,1
ObjectDataReader:GetValue,6,2,1
ObjectDataReader:GetValues,3,1,1
ObjectDataReader:IsDBNull,3,1,1
Person:Person,4,1,0
PersonToKidMapping:PersonToKidMapping,5,1,2
PersonInserter:PersonInserter,10,1,9
PersonInserter:AfterInsert,4,1,2
KidInserter:KidInserter,5,1,2
KidInserter:AfterInsert,4,1,2
KidInserter2:KidInserter2,5,1,3
KidInserter2:AfterInsert,4,1,2
Program:Main,52,3,1
Program:InsertDataUsingInsertStatements,14,1,2
Program:InsertDataUsingSqlBulkCopy,10,1,2
Program:InsertDataUsingInserter,13,1,7
Program:InsertDataUsingInserter2,8,1,7
Program:InsertDataUsingInserter3,8,1,7
Program:RecreateDatabase,7,3,1
Program:CreateSamplePeople,17,1,2
Resources:Resources,2,1,0
