Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
Message,0,0,0,0,0,8,0,0,0,-1,0,9
IMessageHandler,0,2,1,0,0,26,2,1,0,-1,1,1
IHandle,0,1,0,0,0,8,1,8,0,-1,0,3
ISubscriber,0,2,0,0,0,19,2,2,0,-1,1,0
IPublisher,0,1,0,0,0,10,1,3,0,-1,1,10
IBus,0,0,1,0,0,12,0,1,1,-1,0,0
MessageHandler,1,4,1,0,4,48,5,0,1,0,2,0
PublishEnvelope,1,2,0,0,2,21,2,0,1,0,1,0
IEnvelope,0,1,0,0,0,12,1,1,0,-1,0,0
InMemoryBus,1,7,1,0,5,85,12,0,2,0.71,3,1
QueuedHandler,8,7,0,0,4,82,12,0,1,0,4,2
FiniteStateMachine,4,3,0,0,2,58,5,0,1,0.67,1,2
FsmBuilder,3,8,0,0,6,50,10,0,0,0.38,3,2
FsmStatesDefinition,0,5,2,0,4,32,5,0,0,-1,3,2
FsmStatesHandler,2,4,0,0,4,45,10,0,0,0,1,1
NodeController,7,10,0,1,2,72,11,0,1,0,12,1
NodeState,0,0,0,0,0,7,0,0,0,-1,0,1
NodeOptions,3,0,4,3,0,29,0,0,0,-1,0,4
NodeEntryPoint,3,7,0,1,6,75,8,0,0,0.43,15,3
Program,0,1,0,0,0,48,9,0,0,-1,3,1
ClientMessage,0,0,0,0,0,60,0,0,0,-1,0,3
SystemMessage,0,0,0,0,0,24,0,0,0,-1,0,4
ServiceStackHost,1,2,0,0,2,18,2,0,0,0,2,1
SystemService,1,2,0,0,1,15,2,0,0,0,2,0
ResetStoreService,1,2,0,0,1,24,2,0,0,0,2,0
ImportService,1,3,0,0,1,34,3,0,0,0,3,0
StreamService,1,2,0,0,1,25,2,0,0,0,3,0
PlatformServerApiService,3,3,0,0,3,28,4,0,1,0,5,1
AzureStorageService,4,7,0,0,5,73,12,0,1,0,10,1
FileStorageService,4,7,0,0,5,73,12,0,1,0,9,1
TimerService,1,4,0,0,3,25,4,0,1,0.5,2,1
TimerMessage,0,0,0,0,0,17,0,0,0,-1,0,3
ITimeProvider,0,0,1,0,0,6,0,1,0,-1,0,1
RealTimeProvider,0,0,1,0,0,8,0,0,1,-1,0,1
IScheduler,0,1,0,0,0,4,1,1,0,-1,0,2
ThreadBasedScheduler,5,6,0,0,4,65,10,0,1,0,2,1
