Method,LOC,CC,PC
LaunchyMediaControl:init,14,2,2
LaunchyMediaControl:getID,3,1,0
LaunchyMediaControl:getName,3,1,0
LaunchyMediaControl:getLabels,2,1,1
LaunchyMediaControl:getResults,2,1,2
LaunchyMediaControl:getCatalog,4,1,2
LaunchyMediaControl:launchItem,7,2,2
LaunchyMediaControl:hasDialog,3,1,0
LaunchyMediaControl:doDialog,3,1,0
LaunchyMediaControl:endDialog,2,1,1
LaunchyMediaControl:launchyShow,2,1,0
LaunchyMediaControl:launchyHide,2,1,0
LaunchyMediaControl:GetIconPath,3,1,1
MediaControlItem:MediaControlItem,6,1,4
SIClass:GetMessageExtraInfo,1,1,0
SIClass:SendInput,1,1,3
SIClass:VkKeyScan,1,1,1
SIClass:WaitForSingleObject,1,1,2
SIClass:Click,14,1,0
SIClass:Z,17,1,0
SIClass:SendKeyAsInput,17,1,1
SIClass:SendKeyAsInput,19,1,2
