Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Monoscape.CloudController.Services.Dashboard,CcDashboardService,C:\repos\monoscape_monoscape\Monoscape.CloudController\Services\Dashboard\CcDashboardService.cs,RemoveSubscription,The length of the statement  "	PersistenceStorage.Subscription subscription = context.Subscription.Where (x => x.ID == request.SubscriptionId).FirstOrDefault (); " is 130.
Long Statement,Monoscape.CloudController.Services.Dashboard,CcDashboardService,C:\repos\monoscape_monoscape\Monoscape.CloudController\Services\Dashboard\CcDashboardService.cs,UpdateSubscription,The length of the statement  "	PersistenceStorage.Subscription subscription = context.Subscription.Where (x => x.ID == request.Subscription.Id).FirstOrDefault (); " is 131.
Long Statement,Monoscape.CloudController.Services.Dashboard,CcDashboardService,C:\repos\monoscape_monoscape\Monoscape.CloudController\Services\Dashboard\CcDashboardService.cs,GetSubscription,The length of the statement  "	PersistenceStorage.Subscription subscription = context.Subscription.Where (x => x.ID == request.SubscriptionId).FirstOrDefault (); " is 130.
Magic Number,Monoscape.CloudController,ControllerService,C:\repos\monoscape_monoscape\Monoscape.CloudController\ControllerService.cs,Dispose,The following statement contains a magic number: if (dashboardHost != null)  	dashboardHost.Close (TimeSpan.FromSeconds (60));  
Magic Number,Monoscape.CloudController,ControllerService,C:\repos\monoscape_monoscape\Monoscape.CloudController\ControllerService.cs,Dispose,The following statement contains a magic number: dashboardHost.Close (TimeSpan.FromSeconds (60));  
