Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
EndPoints,0,1,0,0,1,11,1,0,0,0,3,1
JavaApacheCartridge,0,6,0,0,6,27,6,0,1,0,6,1
JavaApacheCartridgeFactory,0,1,0,0,1,12,3,0,0,0,3,0
ProcessManager,0,2,0,0,1,42,11,0,0,0,1,3
ControllerService,2,8,0,0,2,122,21,0,0,0.75,19,1
ControllerMain,1,2,0,0,2,15,2,0,0,0,1,0
ControllerUtil,0,3,0,0,3,38,6,0,0,0,5,1
MonoCartridge,0,10,0,0,6,256,41,0,1,0,24,1
NodeCartridgeFactory,0,1,0,0,1,12,3,0,0,0,3,1
Database,4,0,4,1,0,57,0,0,0,0,1,4
Initializer,0,3,0,0,1,53,7,0,0,0,5,1
Settings,1,1,17,0,1,94,1,0,0,0,2,4
NcApplicationGridService,0,6,1,0,6,88,12,0,2,0,8,2
NcApFileReceiveSocket,0,1,1,0,1,15,1,0,1,0,0,1
