Architecture smell,Project,Namespace,Cause
Cyclic Dependency,ClientDependency.Core,ClientDependency.Core,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ClientDependency.Core' ClientDependency.Core.Controls' ClientDependency.Core.FileRegistration.Providers' ClientDependency.Core.Config
Cyclic Dependency,ClientDependency.Core,ClientDependency.Core,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ClientDependency.Core' ClientDependency.Core.CompositeFiles.Providers' ClientDependency.Core.Config
Cyclic Dependency,ClientDependency.Core,ClientDependency.Core,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ClientDependency.Core' ClientDependency.Core.CompositeFiles' ClientDependency.Core.CompositeFiles.Providers' ClientDependency.Core.Config
Cyclic Dependency,ClientDependency.Core,ClientDependency.Core,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ClientDependency.Core' ClientDependency.Core.CompositeFiles.Providers' ClientDependency.Core.CompositeFiles
Cyclic Dependency,ClientDependency.Core,ClientDependency.Core.CompositeFiles,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ClientDependency.Core.CompositeFiles' ClientDependency.Core.CompositeFiles.Providers
Cyclic Dependency,ClientDependency.Core,ClientDependency.Core.CompositeFiles,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ClientDependency.Core.CompositeFiles' ClientDependency.Core.CompositeFiles.Providers' ClientDependency.Core.Config
Cyclic Dependency,ClientDependency.Core,ClientDependency.Core.CompositeFiles.Providers,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ClientDependency.Core.CompositeFiles.Providers' ClientDependency.Core.Config
Cyclic Dependency,ClientDependency.Core,ClientDependency.Core.Controls,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ClientDependency.Core.Controls' ClientDependency.Core.FileRegistration.Providers' ClientDependency.Core.Config
Cyclic Dependency,ClientDependency.Core,ClientDependency.Core.FileRegistration.Providers,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ClientDependency.Core.FileRegistration.Providers' ClientDependency.Core.Config
Cyclic Dependency,ClientDependency.Core,ClientDependency.Core.FileRegistration.Providers,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ClientDependency.Core.FileRegistration.Providers' ClientDependency.Core.Config' ClientDependency.Core.CompositeFiles.Providers
Cyclic Dependency,ClientDependency.Core,ClientDependency.Core.FileRegistration.Providers,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ClientDependency.Core.FileRegistration.Providers' ClientDependency.Core.Config' ClientDependency.Core' ClientDependency.Core.CompositeFiles.Providers
Unstable Dependency,ClientDependency.Core,ClientDependency.Core,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): ClientDependency.Core.FileRegistration.Providers' ClientDependency.Core.Config' ClientDependency.Core.CompositeFiles
Unstable Dependency,ClientDependency.Core,ClientDependency.Core.CompositeFiles,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): ClientDependency.Core.CompositeFiles.Providers
Unstable Dependency,ClientDependency.Core,ClientDependency.Core.Config,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): ClientDependency.Core.FileRegistration.Providers' ClientDependency.Core.CompositeFiles.Providers
