Architecture smell,Project,Namespace,Cause,Responsible Classes
Ambiguous Interface,DotNetNuke.Website,DotNetNuke.UI.Containers,The tool detected the smell in this component because the component provides only a single' general entry-point via the following class: DropDownActions,DotNetNuke.UI.Containers.DropDownActions
God Component,DotNetNuke.Website,DotNetNuke.UI.Skins.Controls,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 34,DotNetNuke.UI.Skins.Controls.LeftMenu' DotNetNuke.UI.Skins.Controls.HttpPlaceholder' DotNetNuke.UI.Skins.Controls.eImageType' DotNetNuke.UI.Skins.Controls.DnnJsExclude' DotNetNuke.UI.Skins.Controls.DnnCssExclude
Feature Concentration,DotNetNuke.Website,DotNetNuke.UI.Containers,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DropDownActions]' [Icon]' [LinkActions]' [PrintModule]' [Title]' [Visibility]. LCC (Lack of Component Cohesion) = 1,DotNetNuke.UI.Containers.Icon' DotNetNuke.UI.Containers.LinkActions' DotNetNuke.UI.Containers.PrintModule' DotNetNuke.UI.Containers.Title' DotNetNuke.UI.Containers.Visibility
Feature Concentration,DotNetNuke.Website,DotNetNuke.Modules.Admin.Security,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AccessDeniedPage]' [PasswordReset]' [SendPassword]' [MemberServices' SubscriptionUpdatedEventArgs]' [SecurityRoles]. LCC (Lack of Component Cohesion) = 0.83,DotNetNuke.Modules.Admin.Security.AccessDeniedPage' DotNetNuke.Modules.Admin.Security.PasswordReset' DotNetNuke.Modules.Admin.Security.SendPassword' DotNetNuke.Modules.Admin.Security.SecurityRoles
Feature Concentration,DotNetNuke.Website,DotNetNuke.UI.Skins.Controls,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BreadCrumb]' [DnnJsExclude]' [DnnCssExclude]' [DnnJsInclude]' [DnnCssInclude]' [Copyright]' [CurrentDate]' [DnnLink]' [DotNetNukeControl]' [Help]' [HostName]' [JavaScriptLibraryInclude]' [jQuery]' [Language]' [Links]' [LinkToFullSite]' [LinkToMobileSite]' [Login]' [LeftMenu]' [Logo]' [Meta' HttpPlaceholder]' [Nav]' [Privacy]' [Search]' [Styles]' [Tags]' [Terms]' [Text]' [Toast]' [TreeViewMenu]' [eImageType]' [User]' [UserAndLogin]. LCC (Lack of Component Cohesion) = 0.97,DotNetNuke.UI.Skins.Controls.BreadCrumb' DotNetNuke.UI.Skins.Controls.DnnJsExclude' DotNetNuke.UI.Skins.Controls.DnnCssExclude' DotNetNuke.UI.Skins.Controls.DnnJsInclude' DotNetNuke.UI.Skins.Controls.DnnCssInclude' DotNetNuke.UI.Skins.Controls.Copyright' DotNetNuke.UI.Skins.Controls.CurrentDate' DotNetNuke.UI.Skins.Controls.DnnLink' DotNetNuke.UI.Skins.Controls.DotNetNukeControl' DotNetNuke.UI.Skins.Controls.Help' DotNetNuke.UI.Skins.Controls.HostName' DotNetNuke.UI.Skins.Controls.JavaScriptLibraryInclude' DotNetNuke.UI.Skins.Controls.jQuery' DotNetNuke.UI.Skins.Controls.Language' DotNetNuke.UI.Skins.Controls.Links' DotNetNuke.UI.Skins.Controls.LinkToFullSite' DotNetNuke.UI.Skins.Controls.LinkToMobileSite' DotNetNuke.UI.Skins.Controls.Login' DotNetNuke.UI.Skins.Controls.LeftMenu' DotNetNuke.UI.Skins.Controls.Logo' DotNetNuke.UI.Skins.Controls.Nav' DotNetNuke.UI.Skins.Controls.Privacy' DotNetNuke.UI.Skins.Controls.Search' DotNetNuke.UI.Skins.Controls.Styles' DotNetNuke.UI.Skins.Controls.Tags' DotNetNuke.UI.Skins.Controls.Terms' DotNetNuke.UI.Skins.Controls.Text' DotNetNuke.UI.Skins.Controls.Toast' DotNetNuke.UI.Skins.Controls.TreeViewMenu' DotNetNuke.UI.Skins.Controls.eImageType' DotNetNuke.UI.Skins.Controls.User' DotNetNuke.UI.Skins.Controls.UserAndLogin
Feature Concentration,DotNetNuke.Website,DotNetNuke.Modules.Admin.Users,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ViewProfile]' [EditUser' Membership' Password' PasswordUpdatedEventArgs' ManageUsers' User]' [ProfileDefinitions]' [Register]' [Users]' [ViewProfileSettings]. LCC (Lack of Component Cohesion) = 0.55,DotNetNuke.Modules.Admin.Users.ViewProfile' DotNetNuke.Modules.Admin.Users.ProfileDefinitions' DotNetNuke.Modules.Admin.Users.Register' DotNetNuke.Modules.Admin.Users.Users' DotNetNuke.Modules.Admin.Users.ViewProfileSettings
Scattered Functionality,DotNetNuke.Website,DotNetNuke.UI.Containers,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: DotNetNuke.UI.Containers' DotNetNuke.Services.Exceptions,DotNetNuke.UI.Containers.ActionBase' DotNetNuke.Services.Exceptions.Exceptions
Scattered Functionality,DotNetNuke.Website,DotNetNuke.UI.Containers,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: DotNetNuke.Common' DotNetNuke.Services.Exceptions,DotNetNuke.Common.Globals' DotNetNuke.Services.Exceptions.Exceptions
Scattered Functionality,DotNetNuke.Website,DotNetNuke.Modules.Admin.Modules,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: DotNetNuke.Entities.Modules' DotNetNuke.Security.Permissions' DotNetNuke.Common,DotNetNuke.Entities.Modules.PortalModuleBase' DotNetNuke.Security.Permissions.ModulePermissionController' DotNetNuke.Common.Globals
Scattered Functionality,DotNetNuke.Website,DotNetNuke.Modules.Admin.Modules,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: DotNetNuke.Entities.Modules' DotNetNuke.Services.Localization' DotNetNuke.Services.Exceptions,DotNetNuke.Entities.Modules.PortalModuleBase' DotNetNuke.Services.Localization.Localization' DotNetNuke.Services.Exceptions.Exceptions
