Implementation smell,Namespace,Class,File,Method,Description
Long Statement,ChessOk.ModelFramework.Web,ModelControllerBase,C:\repos\ChessOK_ModelFramework.Mvc\ModelFramework.Mvc\ModelController.cs,ConfigureContainer,The length of the statement  "	builder.Register (x => new ModelStateValidationContext (x.Resolve<IModelContext> ()' x.Resolve<ModelStateDictionary> ())).As<IValidationContext> ().SingleInstance (); " is 166.
Long Statement,ChessOk.ModelFramework.Web,ModelStateValidationContext,C:\repos\ChessOK_ModelFramework.Mvc\ModelFramework.Mvc\ModelStateValidationContext.cs,GetErrors,The length of the statement  "	return _modelState.ContainsKey (key) ? _modelState [key].Errors.Select (x => x.ErrorMessage).ToArray () : new string[0]; " is 120.
Long Statement,ChessOk.ModelFramework.Web,AutoloadModule,C:\repos\ChessOK_ModelFramework.Mvc\ModelFramework.Mvc\Autoload\AutoloadModule.cs,ScanAssembliesForAutoloadModules,The length of the statement  "	return AppDomain.CurrentDomain.GetAssemblies ().Where (x => !x.IsDynamic).SelectMany (x => x.GetExportedTypes ()).Where (x => typeof(AutoloadModule).IsAssignableFrom (x) && !x.IsAbstract).Select (Activator.CreateInstance).Cast<AutoloadModule> ().OrderBy (x => x.Order).ToArray (); " is 280.
