Namespace,Type,Method,LOC,CC,PC
VMWareCrash,ConnectionInfo,ConnectionInfo,7,1,5
VMWareCrash,ConnectionInfo,ConnectionInfo,2,1,1
VMWareCrash,ConnectionInfo,ConnectionInfo,2,1,4
VMWareCrash,ConsoleOutput,GetThreadID,25,2,0
VMWareCrash,ConsoleOutput,StringFormat,5,2,1
VMWareCrash,ConsoleOutput,WriteLine,3,1,0
VMWareCrash,ConsoleOutput,WriteLine,6,1,1
VMWareCrash,ConsoleOutput,WriteLine,3,1,2
VMWareCrash,Program,ThreadProc,79,9,1
VMWareCrash,Program,Main,33,3,1
