Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,VMWareCrash,ConnectionInfo,C:\repos\dblock_vmwaretasks\Source\VixCOM\004224\ConnectionInfo.cs,ConnectionInfo,The method has 5 parameters. Parameters: hostType' uri' username' password' vmx
Missing Default,VMWareCrash,VMWareJobCallback,C:\repos\dblock_vmwaretasks\Source\VixCOM\004224\JobCallback.cs,OnVixEvent,The following switch statement is missing a default case: switch (eventType)              {                  case Constants.VIX_EVENTTYPE_JOB_COMPLETED:                      _jobCompleted.Set();                      break;              }
