Implementation smell,Namespace,Class,File,Method,Description
Long Statement,SampleWebApplication,CustomerRepository,C:\repos\PrintsCharming_ObjectHydrator\SampleWebApplication\CustomerRepository.cs,RealSearchByLastName,The length of the statement  "            var custlist = from p in customers where p.LastName.ToLower().Contains(searchbylastname.ToLower()) orderby p.FirstName select p; " is 128.
Magic Number,SampleWebApplication,CustomerFakeLookup,C:\repos\PrintsCharming_ObjectHydrator\SampleWebApplication\CustomerFakeLookup.aspx.cs,Button1_Click,The following statement contains a magic number: GridView1.DataSource = hydrator.GetList(30);
Magic Number,SampleWebApplication,Global,C:\repos\PrintsCharming_ObjectHydrator\SampleWebApplication\Global.asax.cs,Application_Start,The following statement contains a magic number: IList<Company> comps = hydrator2.GetList(10);
Magic Number,SampleWebApplication,Global,C:\repos\PrintsCharming_ObjectHydrator\SampleWebApplication\Global.asax.cs,Application_Start,The following statement contains a magic number: int listSize = 4;
Magic Number,SampleWebApplication,Global,C:\repos\PrintsCharming_ObjectHydrator\SampleWebApplication\Global.asax.cs,Application_Start,The following statement contains a magic number: Application["customers"] = hydrator.GetList(50);
